County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,373"
ALACHUA,Available,334
ALACHUA,Available Capacity,0.195664909
ALACHUA,Total Staffed Bed Capacity,"1,707"
BAKER,Bed Census,469
BAKER,Available,156
BAKER,Available Capacity,0.2496
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,436
BAY,Available,108
BAY,Available Capacity,0.198529412
BAY,Total Staffed Bed Capacity,544
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,158"
BREVARD,Available,493
BREVARD,Available Capacity,0.298606905
BREVARD,Total Staffed Bed Capacity,"1,651"
BROWARD,Bed Census,"3,947"
BROWARD,Available,"1,210"
BROWARD,Available Capacity,0.234632538
BROWARD,Total Staffed Bed Capacity,"5,157"
CALHOUN,Bed Census,6
CALHOUN,Available,4
CALHOUN,Available Capacity,0.4
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,383
CHARLOTTE,Available,201
CHARLOTTE,Available Capacity,0.344178082
CHARLOTTE,Total Staffed Bed Capacity,584
CITRUS,Bed Census,200
CITRUS,Available,83
CITRUS,Available Capacity,0.293286219
CITRUS,Total Staffed Bed Capacity,283
CLAY,Bed Census,433
CLAY,Available,122
CLAY,Available Capacity,0.219819820
CLAY,Total Staffed Bed Capacity,555
COLLIER,Bed Census,648
COLLIER,Available,182
COLLIER,Available Capacity,0.219277108
COLLIER,Total Staffed Bed Capacity,830
COLUMBIA,Bed Census,101
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,101
DESOTO,Bed Census,18
DESOTO,Available,36
DESOTO,Available Capacity,0.666666667
DESOTO,Total Staffed Bed Capacity,54
DUVAL,Bed Census,"2,597"
DUVAL,Available,"1,149"
DUVAL,Available Capacity,0.306727176
DUVAL,Total Staffed Bed Capacity,"3,746"
ESCAMBIA,Bed Census,973
ESCAMBIA,Available,516
ESCAMBIA,Available Capacity,0.346541303
ESCAMBIA,Total Staffed Bed Capacity,"1,489"
FLAGLER,Bed Census,85
FLAGLER,Available,14
FLAGLER,Available Capacity,0.141414141
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,3
FRANKLIN,Available,12
FRANKLIN,Available Capacity,0.8
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,745
GADSDEN,Available,208
GADSDEN,Available Capacity,0.218258132
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,5
GULF,Available,16
GULF,Available Capacity,0.761904762
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,21
HARDEE,Available,4
HARDEE,Available Capacity,0.16
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,9
HENDRY,Available,20
HENDRY,Available Capacity,0.689655172
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,462
HERNANDO,Available,293
HERNANDO,Available Capacity,0.388079470
HERNANDO,Total Staffed Bed Capacity,755
HIGHLANDS,Bed Census,159
HIGHLANDS,Available,94
