County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,266
ALACHUA,Available Adult ICU,42
ALACHUA,Available Adult ICU%,0.136363636
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,32
ALACHUA,Available Pediatric ICU,15
ALACHUA,Available Pediatric ICU%,0.319148936
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,47
BAY,Available Adult ICU,2
BAY,Available Adult ICU%,0.040816327
BAY,Total AdultICU Capacity,49
BAY,Pediatric ICU Census,0
BAY,Available Pediatric ICU,4
BAY,Available Pediatric ICU%,1
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,113
BREVARD,Available Adult ICU,62
BREVARD,Available Adult ICU%,0.354285714
BREVARD,Total AdultICU Capacity,175
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,382
BROWARD,Available Adult ICU,92
BROWARD,Available Adult ICU%,0.194092827
BROWARD,Total AdultICU Capacity,474
BROWARD,Pediatric ICU Census,30
BROWARD,Available Pediatric ICU,23
BROWARD,Available Pediatric ICU%,0.433962264
BROWARD,Total PediatricICU Capacity,53
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,37
CHARLOTTE,Available Adult ICU,12
CHARLOTTE,Available Adult ICU%,0.244897959
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,28
CITRUS,Available Adult ICU,8
CITRUS,Available Adult ICU%,0.222222222
CITRUS,Total AdultICU Capacity,36
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,44
CLAY,Available Adult ICU,10
CLAY,Available Adult ICU%,0.185185185
CLAY,Total AdultICU Capacity,54
CLAY,Pediatric ICU Census,1
CLAY,Available Pediatric ICU,3
CLAY,Available Pediatric ICU%,0.75
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,63
COLLIER,Available Adult ICU,22
COLLIER,Available Adult ICU%,0.258823529
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,9
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,9
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,4
DESOTO,Available Adult ICU,3
DESOTO,Available Adult ICU%,0.428571429
DESOTO,Total AdultICU Capacity,7
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
