County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,261
ALACHUA,Available Adult ICU,47
ALACHUA,Available Adult ICU%,0.152597403
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,40
ALACHUA,Available Pediatric ICU,7
ALACHUA,Available Pediatric ICU%,0.148936170
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,48
BAY,Available Adult ICU,12
BAY,Available Adult ICU%,0.2
BAY,Total AdultICU Capacity,60
BAY,Pediatric ICU Census,2
BAY,Available Pediatric ICU,2
BAY,Available Pediatric ICU%,0.5
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,119
BREVARD,Available Adult ICU,45
BREVARD,Available Adult ICU%,0.274390244
BREVARD,Total AdultICU Capacity,164
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,342
BROWARD,Available Adult ICU,104
BROWARD,Available Adult ICU%,0.233183857
BROWARD,Total AdultICU Capacity,446
BROWARD,Pediatric ICU Census,51
BROWARD,Available Pediatric ICU,33
BROWARD,Available Pediatric ICU%,0.392857143
BROWARD,Total PediatricICU Capacity,84
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,44
CHARLOTTE,Available Adult ICU,5
CHARLOTTE,Available Adult ICU%,0.102040816
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,22
CITRUS,Available Adult ICU,18
CITRUS,Available Adult ICU%,0.45
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,45
CLAY,Available Adult ICU,17
CLAY,Available Adult ICU%,0.274193548
CLAY,Total AdultICU Capacity,62
CLAY,Pediatric ICU Census,1
CLAY,Available Pediatric ICU,3
CLAY,Available Pediatric ICU%,0.75
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,42
COLLIER,Available Adult ICU,43
COLLIER,Available Adult ICU%,0.505882353
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,9
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,9
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,3
DESOTO,Available Adult ICU,5
DESOTO,Available Adult ICU%,0.625
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,314
DUVAL,Available Adult ICU,110
DUVAL,Available Adult ICU%,0.259433962
DUVAL,Total AdultICU Capacity,424
DUVAL,Pediatric ICU Census,29
DUVAL,Available Pediatric ICU,11
DUVAL,Available Pediatric ICU%,0.275
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,118
ESCAMBIA,Available Adult ICU,23
ESCAMBIA,Available Adult ICU%,0.163120567
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,4
ESCAMBIA,Available Pediatric ICU,12
ESCAMBIA,Available Pediatric ICU%,0.75
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,17
FLAGLER,Available Adult ICU,1
FLAGLER,Available Adult ICU%,0.055555556
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
HARDEE,Available Pediatric ICU,0
HARDEE,Available Pediatric ICU%,
HARDEE,Total PediatricICU Capacity,0
HENDRY,Adult ICU Census,0
HENDRY,Available Adult ICU,4
HENDRY,Available Adult ICU%,1
HENDRY,Total AdultICU Capacity,4
HENDRY,Pediatric ICU Census,0
HENDRY,Available Pediatric ICU,0
HENDRY,Available Pediatric ICU%,
HENDRY,Total PediatricICU Capacity,0
HERNANDO,Adult ICU Census,46
HERNANDO,Available Adult ICU,16
HERNANDO,Available Adult ICU%,0.258064516
HERNANDO,Total AdultICU Capacity,62
HERNANDO,Pediatric ICU Census,0
HERNANDO,Available Pediatric ICU,0
HERNANDO,Available Pediatric ICU%,
HERNANDO,Total PediatricICU Capacity,0
HIGHLANDS,Adult ICU Census,24
HIGHLANDS,Available Adult ICU,4
HIGHLANDS,Available Adult ICU%,0.142857143
HIGHLANDS,Total AdultICU Capacity,28
HIGHLANDS,Pediatric ICU Census,0
HIGHLANDS,Available Pediatric ICU,0
HIGHLANDS,Available Pediatric ICU%,
HIGHLANDS,Total PediatricICU Capacity,0
HILLSBOROUGH,Adult ICU Census,330
HILLSBOROUGH,Available Adult ICU,55
HILLSBOROUGH,Available Adult ICU%,0.142857143
HILLSBOROUGH,Total AdultICU Capacity,385
HILLSBOROUGH,Pediatric ICU Census,21
HILLSBOROUGH,Available Pediatric ICU,15
HILLSBOROUGH,Available Pediatric ICU%,0.416666667
HILLSBOROUGH,Total PediatricICU Capacity,36
HOLMES,Adult ICU Census,0
HOLMES,Available Adult ICU,0
HOLMES,Available Adult ICU%,
HOLMES,Total AdultICU Capacity,0
HOLMES,Pediatric ICU Census,0
HOLMES,Available Pediatric ICU,0
HOLMES,Available Pediatric ICU%,
HOLMES,Total PediatricICU Capacity,0
INDIAN RIVER,Adult ICU Census,17
INDIAN RIVER,Available Adult ICU,10
INDIAN RIVER,Available Adult ICU%,0.370370370
INDIAN RIVER,Total AdultICU Capacity,27
INDIAN RIVER,Pediatric ICU Census,0
INDIAN RIVER,Available Pediatric ICU,0
