County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,479"
ALACHUA,Available,255
ALACHUA,Available Capacity,0.147058824
ALACHUA,Total Staffed Bed Capacity,"1,734"
BAKER,Bed Census,469
BAKER,Available,156
BAKER,Available Capacity,0.2496
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,437
BAY,Available,110
BAY,Available Capacity,0.201096892
BAY,Total Staffed Bed Capacity,547
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,176"
BREVARD,Available,435
BREVARD,Available Capacity,0.270018622
BREVARD,Total Staffed Bed Capacity,"1,611"
BROWARD,Bed Census,"4,082"
BROWARD,Available,"1,097"
BROWARD,Available Capacity,0.211816953
BROWARD,Total Staffed Bed Capacity,"5,179"
CALHOUN,Bed Census,2
CALHOUN,Available,8
CALHOUN,Available Capacity,0.8
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,413
CHARLOTTE,Available,191
CHARLOTTE,Available Capacity,0.316225166
CHARLOTTE,Total Staffed Bed Capacity,604
CITRUS,Bed Census,220
CITRUS,Available,82
CITRUS,Available Capacity,0.271523179
CITRUS,Total Staffed Bed Capacity,302
CLAY,Bed Census,449
CLAY,Available,111
CLAY,Available Capacity,0.198214286
CLAY,Total Staffed Bed Capacity,560
COLLIER,Bed Census,700
COLLIER,Available,141
COLLIER,Available Capacity,0.167657551
COLLIER,Total Staffed Bed Capacity,841
COLUMBIA,Bed Census,86
COLUMBIA,Available,5
COLUMBIA,Available Capacity,0.054945055
COLUMBIA,Total Staffed Bed Capacity,91
DESOTO,Bed Census,11
DESOTO,Available,44
DESOTO,Available Capacity,0.8
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,791"
DUVAL,Available,936
DUVAL,Available Capacity,0.251140327
DUVAL,Total Staffed Bed Capacity,"3,727"
ESCAMBIA,Bed Census,"1,080"
ESCAMBIA,Available,376
ESCAMBIA,Available Capacity,0.258241758
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,82
FLAGLER,Available,17
FLAGLER,Available Capacity,0.171717172
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,3
FRANKLIN,Available,12
FRANKLIN,Available Capacity,0.8
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,656
GADSDEN,Available,297
GADSDEN,Available Capacity,0.311647429
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,7
GULF,Available,14
GULF,Available Capacity,0.666666667
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,24
HARDEE,Available,1
HARDEE,Available Capacity,0.04
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,13
HENDRY,Available,16
HENDRY,Available Capacity,0.551724138
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,486
HERNANDO,Available,238
HERNANDO,Available Capacity,0.328729282
HERNANDO,Total Staffed Bed Capacity,724
HIGHLANDS,Bed Census,201
HIGHLANDS,Available,48
HIGHLANDS,Available Capacity,0.192771084
HIGHLANDS,Total Staffed Bed Capacity,249
HILLSBOROUGH,Bed Census,"3,206"
HILLSBOROUGH,Available,554
