County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,274
ALACHUA,Available Adult ICU,34
ALACHUA,Available Adult ICU%,0.110389610
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,41
ALACHUA,Available Pediatric ICU,6
ALACHUA,Available Pediatric ICU%,0.127659574
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,40
BAY,Available Adult ICU,10
BAY,Available Adult ICU%,0.2
BAY,Total AdultICU Capacity,50
BAY,Pediatric ICU Census,0
BAY,Available Pediatric ICU,4
BAY,Available Pediatric ICU%,1
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,129
BREVARD,Available Adult ICU,38
BREVARD,Available Adult ICU%,0.227544910
BREVARD,Total AdultICU Capacity,167
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,368
BROWARD,Available Adult ICU,98
BROWARD,Available Adult ICU%,0.210300429
BROWARD,Total AdultICU Capacity,466
BROWARD,Pediatric ICU Census,35
BROWARD,Available Pediatric ICU,20
BROWARD,Available Pediatric ICU%,0.363636364
BROWARD,Total PediatricICU Capacity,55
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,39
CHARLOTTE,Available Adult ICU,10
CHARLOTTE,Available Adult ICU%,0.204081633
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,35
CITRUS,Available Adult ICU,5
CITRUS,Available Adult ICU%,0.125
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,42
CLAY,Available Adult ICU,8
CLAY,Available Adult ICU%,0.16
CLAY,Total AdultICU Capacity,50
CLAY,Pediatric ICU Census,2
CLAY,Available Pediatric ICU,2
CLAY,Available Pediatric ICU%,0.5
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,53
COLLIER,Available Adult ICU,26
COLLIER,Available Adult ICU%,0.329113924
COLLIER,Total AdultICU Capacity,79
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,14
COLUMBIA,Available Adult ICU,2
COLUMBIA,Available Adult ICU%,0.125
COLUMBIA,Total AdultICU Capacity,16
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,1
DESOTO,Available Adult ICU,7
DESOTO,Available Adult ICU%,0.875
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,306
DUVAL,Available Adult ICU,128
DUVAL,Available Adult ICU%,0.294930876
DUVAL,Total AdultICU Capacity,434
DUVAL,Pediatric ICU Census,19
DUVAL,Available Pediatric ICU,21
DUVAL,Available Pediatric ICU%,0.525
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,120
ESCAMBIA,Available Adult ICU,21
ESCAMBIA,Available Adult ICU%,0.148936170
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,4
ESCAMBIA,Available Pediatric ICU,12
ESCAMBIA,Available Pediatric ICU%,0.75
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,15
FLAGLER,Available Adult ICU,3
FLAGLER,Available Adult ICU%,0.166666667
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
