County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,419"
ALACHUA,Available,285
ALACHUA,Available Capacity,0.167253521
ALACHUA,Total Staffed Bed Capacity,"1,704"
BAKER,Bed Census,472
BAKER,Available,153
BAKER,Available Capacity,0.2448
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,427
BAY,Available,117
BAY,Available Capacity,0.215073529
BAY,Total Staffed Bed Capacity,544
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,147"
BREVARD,Available,450
BREVARD,Available Capacity,0.281778334
BREVARD,Total Staffed Bed Capacity,"1,597"
BROWARD,Bed Census,"3,937"
BROWARD,Available,"1,154"
BROWARD,Available Capacity,0.226674524
BROWARD,Total Staffed Bed Capacity,"5,091"
CALHOUN,Bed Census,4
CALHOUN,Available,2
CALHOUN,Available Capacity,0.333333333
CALHOUN,Total Staffed Bed Capacity,6
CHARLOTTE,Bed Census,406
CHARLOTTE,Available,214
CHARLOTTE,Available Capacity,0.345161290
CHARLOTTE,Total Staffed Bed Capacity,620
CITRUS,Bed Census,214
CITRUS,Available,86
CITRUS,Available Capacity,0.286666667
CITRUS,Total Staffed Bed Capacity,300
CLAY,Bed Census,492
CLAY,Available,70
CLAY,Available Capacity,0.124555160
CLAY,Total Staffed Bed Capacity,562
COLLIER,Bed Census,670
COLLIER,Available,204
COLLIER,Available Capacity,0.233409611
COLLIER,Total Staffed Bed Capacity,874
COLUMBIA,Bed Census,86
COLUMBIA,Available,5
COLUMBIA,Available Capacity,0.054945055
COLUMBIA,Total Staffed Bed Capacity,91
DESOTO,Bed Census,23
DESOTO,Available,34
DESOTO,Available Capacity,0.596491228
DESOTO,Total Staffed Bed Capacity,57
DUVAL,Bed Census,"2,675"
DUVAL,Available,"1,041"
DUVAL,Available Capacity,0.280139935
DUVAL,Total Staffed Bed Capacity,"3,716"
ESCAMBIA,Bed Census,"1,077"
ESCAMBIA,Available,406
ESCAMBIA,Available Capacity,0.273769386
ESCAMBIA,Total Staffed Bed Capacity,"1,483"
FLAGLER,Bed Census,82
FLAGLER,Available,27
FLAGLER,Available Capacity,0.247706422
FLAGLER,Total Staffed Bed Capacity,109
FRANKLIN,Bed Census,1
FRANKLIN,Available,14
FRANKLIN,Available Capacity,0.933333333
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,678
GADSDEN,Available,275
GADSDEN,Available Capacity,0.288562434
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,7
GULF,Available,14
GULF,Available Capacity,0.666666667
GULF,Total Staffed Bed Capacity,21
