County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,260
ALACHUA,Available Adult ICU,48
ALACHUA,Available Adult ICU%,0.155844156
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,40
ALACHUA,Available Pediatric ICU,7
ALACHUA,Available Pediatric ICU%,0.148936170
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,50
BAY,Available Adult ICU,11
BAY,Available Adult ICU%,0.180327869
BAY,Total AdultICU Capacity,61
BAY,Pediatric ICU Census,0
BAY,Available Pediatric ICU,4
BAY,Available Pediatric ICU%,1
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,122
BREVARD,Available Adult ICU,43
BREVARD,Available Adult ICU%,0.260606061
BREVARD,Total AdultICU Capacity,165
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,340
BROWARD,Available Adult ICU,110
BROWARD,Available Adult ICU%,0.244444444
BROWARD,Total AdultICU Capacity,450
BROWARD,Pediatric ICU Census,50
BROWARD,Available Pediatric ICU,26
BROWARD,Available Pediatric ICU%,0.342105263
BROWARD,Total PediatricICU Capacity,76
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,43
CHARLOTTE,Available Adult ICU,8
CHARLOTTE,Available Adult ICU%,0.156862745
CHARLOTTE,Total AdultICU Capacity,51
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,30
CITRUS,Available Adult ICU,10
CITRUS,Available Adult ICU%,0.25
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,45
CLAY,Available Adult ICU,17
CLAY,Available Adult ICU%,0.274193548
CLAY,Total AdultICU Capacity,62
CLAY,Pediatric ICU Census,2
CLAY,Available Pediatric ICU,2
CLAY,Available Pediatric ICU%,0.5
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,40
COLLIER,Available Adult ICU,45
COLLIER,Available Adult ICU%,0.529411765
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,12
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,12
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,3
DESOTO,Available Adult ICU,5
DESOTO,Available Adult ICU%,0.625
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,306
DUVAL,Available Adult ICU,125
DUVAL,Available Adult ICU%,0.290023202
DUVAL,Total AdultICU Capacity,431
DUVAL,Pediatric ICU Census,32
DUVAL,Available Pediatric ICU,8
DUVAL,Available Pediatric ICU%,0.2
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,114
ESCAMBIA,Available Adult ICU,27
ESCAMBIA,Available Adult ICU%,0.191489362
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,6
ESCAMBIA,Available Pediatric ICU,10
ESCAMBIA,Available Pediatric ICU%,0.625
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,16
FLAGLER,Available Adult ICU,2
FLAGLER,Available Adult ICU%,0.111111111
FLAGLER,Total AdultICU Capacity,18
