County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,492"
ALACHUA,Available,233
ALACHUA,Available Capacity,0.135072464
ALACHUA,Total Staffed Bed Capacity,"1,725"
BAKER,Bed Census,466
BAKER,Available,159
BAKER,Available Capacity,0.2544
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,451
BAY,Available,86
BAY,Available Capacity,0.160148976
BAY,Total Staffed Bed Capacity,537
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,201"
BREVARD,Available,415
BREVARD,Available Capacity,0.256806931
BREVARD,Total Staffed Bed Capacity,"1,616"
BROWARD,Bed Census,"4,006"
BROWARD,Available,"1,145"
BROWARD,Available Capacity,0.222286935
BROWARD,Total Staffed Bed Capacity,"5,151"
CALHOUN,Bed Census,5
CALHOUN,Available,5
CALHOUN,Available Capacity,0.5
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,396
CHARLOTTE,Available,206
CHARLOTTE,Available Capacity,0.342192691
CHARLOTTE,Total Staffed Bed Capacity,602
CITRUS,Bed Census,200
CITRUS,Available,90
CITRUS,Available Capacity,0.310344828
CITRUS,Total Staffed Bed Capacity,290
CLAY,Bed Census,449
CLAY,Available,93
CLAY,Available Capacity,0.171586716
CLAY,Total Staffed Bed Capacity,542
COLLIER,Bed Census,674
COLLIER,Available,175
COLLIER,Available Capacity,0.206124853
COLLIER,Total Staffed Bed Capacity,849
COLUMBIA,Bed Census,103
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,103
DESOTO,Bed Census,6
DESOTO,Available,49
DESOTO,Available Capacity,0.890909091
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,761"
DUVAL,Available,950
DUVAL,Available Capacity,0.255995688
DUVAL,Total Staffed Bed Capacity,"3,711"
ESCAMBIA,Bed Census,"1,009"
ESCAMBIA,Available,480
ESCAMBIA,Available Capacity,0.322364003
ESCAMBIA,Total Staffed Bed Capacity,"1,489"
FLAGLER,Bed Census,93
FLAGLER,Available,6
