County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,275
ALACHUA,Available Adult ICU,33
ALACHUA,Available Adult ICU%,0.107142857
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,38
ALACHUA,Available Pediatric ICU,9
ALACHUA,Available Pediatric ICU%,0.191489362
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,48
BAY,Available Adult ICU,0
BAY,Available Adult ICU%,0
BAY,Total AdultICU Capacity,48
BAY,Pediatric ICU Census,3
BAY,Available Pediatric ICU,1
BAY,Available Pediatric ICU%,0.25
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,131
BREVARD,Available Adult ICU,44
BREVARD,Available Adult ICU%,0.251428571
BREVARD,Total AdultICU Capacity,175
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,389
BROWARD,Available Adult ICU,82
BROWARD,Available Adult ICU%,0.174097665
BROWARD,Total AdultICU Capacity,471
BROWARD,Pediatric ICU Census,25
BROWARD,Available Pediatric ICU,31
BROWARD,Available Pediatric ICU%,0.553571429
BROWARD,Total PediatricICU Capacity,56
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,40
CHARLOTTE,Available Adult ICU,11
CHARLOTTE,Available Adult ICU%,0.215686275
CHARLOTTE,Total AdultICU Capacity,51
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,26
CITRUS,Available Adult ICU,14
CITRUS,Available Adult ICU%,0.35
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,43
CLAY,Available Adult ICU,7
CLAY,Available Adult ICU%,0.14
CLAY,Total AdultICU Capacity,50
CLAY,Pediatric ICU Census,3
CLAY,Available Pediatric ICU,1
CLAY,Available Pediatric ICU%,0.25
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,51
COLLIER,Available Adult ICU,34
COLLIER,Available Adult ICU%,0.4
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,18
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,18
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,1
DESOTO,Available Adult ICU,7
DESOTO,Available Adult ICU%,0.875
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
