County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,283
ALACHUA,Available Adult ICU,25
ALACHUA,Available Adult ICU%,0.081168831
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,42
ALACHUA,Available Pediatric ICU,5
ALACHUA,Available Pediatric ICU%,0.106382979
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,45
BAY,Available Adult ICU,17
BAY,Available Adult ICU%,0.274193548
BAY,Total AdultICU Capacity,62
BAY,Pediatric ICU Census,2
BAY,Available Pediatric ICU,2
BAY,Available Pediatric ICU%,0.5
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,128
BREVARD,Available Adult ICU,37
BREVARD,Available Adult ICU%,0.224242424
BREVARD,Total AdultICU Capacity,165
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,318
BROWARD,Available Adult ICU,127
BROWARD,Available Adult ICU%,0.285393258
BROWARD,Total AdultICU Capacity,445
BROWARD,Pediatric ICU Census,32
BROWARD,Available Pediatric ICU,21
BROWARD,Available Pediatric ICU%,0.396226415
BROWARD,Total PediatricICU Capacity,53
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,40
CHARLOTTE,Available Adult ICU,9
CHARLOTTE,Available Adult ICU%,0.183673469
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,32
CITRUS,Available Adult ICU,8
CITRUS,Available Adult ICU%,0.2
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,46
CLAY,Available Adult ICU,13
CLAY,Available Adult ICU%,0.220338983
CLAY,Total AdultICU Capacity,59
CLAY,Pediatric ICU Census,4
CLAY,Available Pediatric ICU,0
CLAY,Available Pediatric ICU%,0
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,48
COLLIER,Available Adult ICU,37
COLLIER,Available Adult ICU%,0.435294118
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,11
COLUMBIA,Available Adult ICU,3
COLUMBIA,Available Adult ICU%,0.214285714
COLUMBIA,Total AdultICU Capacity,14
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,4
DESOTO,Available Adult ICU,4
DESOTO,Available Adult ICU%,0.5
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,331
DUVAL,Available Adult ICU,108
DUVAL,Available Adult ICU%,0.246013667
DUVAL,Total AdultICU Capacity,439
DUVAL,Pediatric ICU Census,23
DUVAL,Available Pediatric ICU,17
DUVAL,Available Pediatric ICU%,0.425
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,131
ESCAMBIA,Available Adult ICU,10
ESCAMBIA,Available Adult ICU%,0.070921986
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,5
ESCAMBIA,Available Pediatric ICU,11
ESCAMBIA,Available Pediatric ICU%,0.6875
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,13
FLAGLER,Available Adult ICU,5
FLAGLER,Available Adult ICU%,0.277777778
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
