County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,496"
ALACHUA,Available,192
ALACHUA,Available Capacity,0.113744076
ALACHUA,Total Staffed Bed Capacity,"1,688"
BAKER,Bed Census,467
BAKER,Available,158
BAKER,Available Capacity,0.2528
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,451
BAY,Available,99
BAY,Available Capacity,0.18
BAY,Total Staffed Bed Capacity,550
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,209"
BREVARD,Available,410
BREVARD,Available Capacity,0.253242742
BREVARD,Total Staffed Bed Capacity,"1,619"
BROWARD,Bed Census,"4,199"
BROWARD,Available,"1,046"
BROWARD,Available Capacity,0.199428027
BROWARD,Total Staffed Bed Capacity,"5,245"
CALHOUN,Bed Census,6
CALHOUN,Available,4
CALHOUN,Available Capacity,0.4
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,445
CHARLOTTE,Available,160
CHARLOTTE,Available Capacity,0.264462810
CHARLOTTE,Total Staffed Bed Capacity,605
CITRUS,Bed Census,237
CITRUS,Available,84
CITRUS,Available Capacity,0.261682243
CITRUS,Total Staffed Bed Capacity,321
CLAY,Bed Census,484
CLAY,Available,90
CLAY,Available Capacity,0.156794425
CLAY,Total Staffed Bed Capacity,574
COLLIER,Bed Census,674
COLLIER,Available,182
COLLIER,Available Capacity,0.212616822
COLLIER,Total Staffed Bed Capacity,856
COLUMBIA,Bed Census,87
COLUMBIA,Available,4
COLUMBIA,Available Capacity,0.043956044
COLUMBIA,Total Staffed Bed Capacity,91
DESOTO,Bed Census,12
DESOTO,Available,43
DESOTO,Available Capacity,0.781818182
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,867"
DUVAL,Available,859
DUVAL,Available Capacity,0.230542136
DUVAL,Total Staffed Bed Capacity,"3,726"
ESCAMBIA,Bed Census,"1,098"
ESCAMBIA,Available,358
ESCAMBIA,Available Capacity,0.245879121
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,85
FLAGLER,Available,14
FLAGLER,Available Capacity,0.141414141
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,3
FRANKLIN,Available,12
FRANKLIN,Available Capacity,0.8
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,659
GADSDEN,Available,294
GADSDEN,Available Capacity,0.308499475
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,11
GULF,Available,10
GULF,Available Capacity,0.476190476
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,24
HARDEE,Available,1
HARDEE,Available Capacity,0.04
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,13
HENDRY,Available,16
HENDRY,Available Capacity,0.551724138
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,539
HERNANDO,Available,185
HERNANDO,Available Capacity,0.255524862
HERNANDO,Total Staffed Bed Capacity,724
HIGHLANDS,Bed Census,212
HIGHLANDS,Available,41
HIGHLANDS,Available Capacity,0.162055336
HIGHLANDS,Total Staffed Bed Capacity,253
HILLSBOROUGH,Bed Census,"3,314"
HILLSBOROUGH,Available,526
HILLSBOROUGH,Available Capacity,0.136979167
HILLSBOROUGH,Total Staffed Bed Capacity,"3,840"
HOLMES,Bed Census,17
HOLMES,Available,3
HOLMES,Available Capacity,0.15
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,337
INDIAN RIVER,Available,130
INDIAN RIVER,Available Capacity,0.278372591
INDIAN RIVER,Total Staffed Bed Capacity,467
JACKSON,Bed Census,47
JACKSON,Available,45
JACKSON,Available Capacity,0.489130435
JACKSON,Total Staffed Bed Capacity,92
LAKE,Bed Census,700
LAKE,Available,220
LAKE,Available Capacity,0.239130435
LAKE,Total Staffed Bed Capacity,920
LEE,Bed Census,"1,430"
LEE,Available,383
LEE,Available Capacity,0.211252068
LEE,Total Staffed Bed Capacity,"1,813"
LEON,Bed Census,696
LEON,Available,167
LEON,Available Capacity,0.193511008
LEON,Total Staffed Bed Capacity,863
MADISON,Bed Census,9
MADISON,Available,6
MADISON,Available Capacity,0.4
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,659
MANATEE,Available,123
MANATEE,Available Capacity,0.157289003
MANATEE,Total Staffed Bed Capacity,782
MARION,Bed Census,791
MARION,Available,113
MARION,Available Capacity,0.125
MARION,Total Staffed Bed Capacity,904
MARTIN,Bed Census,274
MARTIN,Available,234
MARTIN,Available Capacity,0.460629921
MARTIN,Total Staffed Bed Capacity,508
MIAMI-DADE,Bed Census,"6,323"
MIAMI-DADE,Available,"2,336"
MIAMI-DADE,Available Capacity,0.269777111
MIAMI-DADE,Total Staffed Bed Capacity,"8,659"
MONROE,Bed Census,74
MONROE,Available,91
MONROE,Available Capacity,0.551515152
MONROE,Total Staffed Bed Capacity,165
NASSAU,Bed Census,37
NASSAU,Available,31
NASSAU,Available Capacity,0.455882353
NASSAU,Total Staffed Bed Capacity,68
OKALOOSA,Bed Census,373
OKALOOSA,Available,87
OKALOOSA,Available Capacity,0.189130435
OKALOOSA,Total Staffed Bed Capacity,460
OKEECHOBEE,Bed Census,54
OKEECHOBEE,Available,46
OKEECHOBEE,Available Capacity,0.46
OKEECHOBEE,Total Staffed Bed Capacity,100
ORANGE,Bed Census,"3,393"
ORANGE,Available,"1,033"
ORANGE,Available Capacity,0.233393583
ORANGE,Total Staffed Bed Capacity,"4,426"
OSCEOLA,Bed Census,937
OSCEOLA,Available,256
OSCEOLA,Available Capacity,0.214585080
OSCEOLA,Total Staffed Bed Capacity,"1,193"
PALM BEACH,Bed Census,"2,947"
PALM BEACH,Available,"1,085"
PALM BEACH,Available Capacity,0.269097222
PALM BEACH,Total Staffed Bed Capacity,"4,032"
PASCO,Bed Census,"1,123"
PASCO,Available,209
PASCO,Available Capacity,0.156906907
PASCO,Total Staffed Bed Capacity,"1,332"
PINELLAS,Bed Census,"2,574"
PINELLAS,Available,"1,072"
PINELLAS,Available Capacity,0.294020845
PINELLAS,Total Staffed Bed Capacity,"3,646"
POLK,Bed Census,"1,359"
POLK,Available,294
POLK,Available Capacity,0.177858439
POLK,Total Staffed Bed Capacity,"1,653"
PUTNAM,Bed Census,49
PUTNAM,Available,35
PUTNAM,Available Capacity,0.416666667
PUTNAM,Total Staffed Bed Capacity,84
SANTA ROSA,Bed Census,115
SANTA ROSA,Available,231
SANTA ROSA,Available Capacity,0.667630058
SANTA ROSA,Total Staffed Bed Capacity,346
SARASOTA,Bed Census,961
SARASOTA,Available,245
SARASOTA,Available Capacity,0.203150912
SARASOTA,Total Staffed Bed Capacity,"1,206"
SEMINOLE,Bed Census,715
SEMINOLE,Available,226
SEMINOLE,Available Capacity,0.240170032
SEMINOLE,Total Staffed Bed Capacity,941
ST. JOHNS,Bed Census,201
ST. JOHNS,Available,129
ST. JOHNS,Available Capacity,0.390909091
ST. JOHNS,Total Staffed Bed Capacity,330
ST. LUCIE,Bed Census,735
ST. LUCIE,Available,138
ST. LUCIE,Available Capacity,0.158075601
ST. LUCIE,Total Staffed Bed Capacity,873
SUMTER,Bed Census,256
SUMTER,Available,91
SUMTER,Available Capacity,0.262247839
SUMTER,Total Staffed Bed Capacity,347
SUWANNEE,Bed Census,0
SUWANNEE,Available,0
SUWANNEE,Available Capacity,
SUWANNEE,Total Staffed Bed Capacity,0
TAYLOR,Bed Census,2
TAYLOR,Available,10
TAYLOR,Available Capacity,0.833333333
TAYLOR,Total Staffed Bed Capacity,12
UNION,Bed Census,53
UNION,Available,31
UNION,Available Capacity,0.369047619
UNION,Total Staffed Bed Capacity,84
VOLUSIA,Bed Census,"1,089"
VOLUSIA,Available,510
VOLUSIA,Available Capacity,0.318949343
VOLUSIA,Total Staffed Bed Capacity,"1,599"
WALTON,Bed Census,63
WALTON,Available,54
WALTON,Available Capacity,0.461538462
WALTON,Total Staffed Bed Capacity,117
WASHINGTON,Bed Census,49
WASHINGTON,Available,10
WASHINGTON,Available Capacity,0.169491525
WASHINGTON,Total Staffed Bed Capacity,59
All,Bed Census,"47,039"
All,Available,"14,467"
All,Available Capacity,0.235212825
All,Total Staffed Bed Capacity,"61,506"
