County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,269
ALACHUA,Available Adult ICU,39
ALACHUA,Available Adult ICU%,0.126623377
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,39
ALACHUA,Available Pediatric ICU,8
ALACHUA,Available Pediatric ICU%,0.170212766
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,46
BAY,Available Adult ICU,16
BAY,Available Adult ICU%,0.258064516
BAY,Total AdultICU Capacity,62
BAY,Pediatric ICU Census,1
BAY,Available Pediatric ICU,3
BAY,Available Pediatric ICU%,0.75
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,125
BREVARD,Available Adult ICU,40
BREVARD,Available Adult ICU%,0.242424242
BREVARD,Total AdultICU Capacity,165
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,333
BROWARD,Available Adult ICU,120
BROWARD,Available Adult ICU%,0.264900662
BROWARD,Total AdultICU Capacity,453
BROWARD,Pediatric ICU Census,37
BROWARD,Available Pediatric ICU,24
BROWARD,Available Pediatric ICU%,0.393442623
BROWARD,Total PediatricICU Capacity,61
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,40
CHARLOTTE,Available Adult ICU,10
CHARLOTTE,Available Adult ICU%,0.2
CHARLOTTE,Total AdultICU Capacity,50
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,28
CITRUS,Available Adult ICU,12
CITRUS,Available Adult ICU%,0.3
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,40
CLAY,Available Adult ICU,9
CLAY,Available Adult ICU%,0.183673469
CLAY,Total AdultICU Capacity,49
CLAY,Pediatric ICU Census,3
CLAY,Available Pediatric ICU,1
CLAY,Available Pediatric ICU%,0.25
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,48
COLLIER,Available Adult ICU,37
COLLIER,Available Adult ICU%,0.435294118
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,17
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,17
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,3
DESOTO,Available Adult ICU,5
DESOTO,Available Adult ICU%,0.625
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,307
DUVAL,Available Adult ICU,130
DUVAL,Available Adult ICU%,0.297482838
DUVAL,Total AdultICU Capacity,437
DUVAL,Pediatric ICU Census,22
DUVAL,Available Pediatric ICU,18
DUVAL,Available Pediatric ICU%,0.45
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,125
ESCAMBIA,Available Adult ICU,16
ESCAMBIA,Available Adult ICU%,0.113475177
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,4
ESCAMBIA,Available Pediatric ICU,12
ESCAMBIA,Available Pediatric ICU%,0.75
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,10
