County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,481"
ALACHUA,Available,246
ALACHUA,Available Capacity,0.142443544
ALACHUA,Total Staffed Bed Capacity,"1,727"
BAKER,Bed Census,484
BAKER,Available,141
BAKER,Available Capacity,0.2256
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,451
BAY,Available,109
BAY,Available Capacity,0.194642857
BAY,Total Staffed Bed Capacity,560
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,202"
BREVARD,Available,413
BREVARD,Available Capacity,0.255727554
BREVARD,Total Staffed Bed Capacity,"1,615"
BROWARD,Bed Census,"4,280"
BROWARD,Available,967
BROWARD,Available Capacity,0.184295788
BROWARD,Total Staffed Bed Capacity,"5,247"
CALHOUN,Bed Census,5
CALHOUN,Available,4
CALHOUN,Available Capacity,0.444444444
CALHOUN,Total Staffed Bed Capacity,9
CHARLOTTE,Bed Census,458
CHARLOTTE,Available,155
CHARLOTTE,Available Capacity,0.252854812
CHARLOTTE,Total Staffed Bed Capacity,613
CITRUS,Bed Census,240
CITRUS,Available,68
CITRUS,Available Capacity,0.220779221
CITRUS,Total Staffed Bed Capacity,308
CLAY,Bed Census,472
CLAY,Available,102
CLAY,Available Capacity,0.177700348
CLAY,Total Staffed Bed Capacity,574
COLLIER,Bed Census,706
COLLIER,Available,146
COLLIER,Available Capacity,0.171361502
COLLIER,Total Staffed Bed Capacity,852
COLUMBIA,Bed Census,97
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,97
DESOTO,Bed Census,27
DESOTO,Available,28
DESOTO,Available Capacity,0.509090909
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,829"
DUVAL,Available,913
DUVAL,Available Capacity,0.243987173
DUVAL,Total Staffed Bed Capacity,"3,742"
ESCAMBIA,Bed Census,"1,086"
ESCAMBIA,Available,370
ESCAMBIA,Available Capacity,0.254120879
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,83
FLAGLER,Available,16
FLAGLER,Available Capacity,0.161616162
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,3
FRANKLIN,Available,12
FRANKLIN,Available Capacity,0.8
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,625
GADSDEN,Available,328
GADSDEN,Available Capacity,0.344176285
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,4
GULF,Available,17
GULF,Available Capacity,0.809523810
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,22
HARDEE,Available,3
HARDEE,Available Capacity,0.12
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,10
HENDRY,Available,19
HENDRY,Available Capacity,0.655172414
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,499
HERNANDO,Available,231
HERNANDO,Available Capacity,0.316438356
HERNANDO,Total Staffed Bed Capacity,730
HIGHLANDS,Bed Census,199
HIGHLANDS,Available,58
HIGHLANDS,Available Capacity,0.225680934
HIGHLANDS,Total Staffed Bed Capacity,257
HILLSBOROUGH,Bed Census,"3,213"
HILLSBOROUGH,Available,728
HILLSBOROUGH,Available Capacity,0.184724689
HILLSBOROUGH,Total Staffed Bed Capacity,"3,941"
HOLMES,Bed Census,12
HOLMES,Available,8
HOLMES,Available Capacity,0.4
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,329
INDIAN RIVER,Available,132
INDIAN RIVER,Available Capacity,0.286334056
INDIAN RIVER,Total Staffed Bed Capacity,461
JACKSON,Bed Census,48
JACKSON,Available,42
JACKSON,Available Capacity,0.466666667
JACKSON,Total Staffed Bed Capacity,90
LAKE,Bed Census,664
LAKE,Available,236
LAKE,Available Capacity,0.262222222
LAKE,Total Staffed Bed Capacity,900
LEE,Bed Census,"1,482"
LEE,Available,316
LEE,Available Capacity,0.175750834
LEE,Total Staffed Bed Capacity,"1,798"
LEON,Bed Census,742
LEON,Available,131
LEON,Available Capacity,0.150057274
LEON,Total Staffed Bed Capacity,873
MADISON,Bed Census,4
MADISON,Available,11
MADISON,Available Capacity,0.733333333
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,716
MANATEE,Available,79
MANATEE,Available Capacity,0.099371069
MANATEE,Total Staffed Bed Capacity,795
MARION,Bed Census,791
MARION,Available,114
MARION,Available Capacity,0.125966851
MARION,Total Staffed Bed Capacity,905
MARTIN,Bed Census,259
MARTIN,Available,253
MARTIN,Available Capacity,0.494140625
MARTIN,Total Staffed Bed Capacity,512
MIAMI-DADE,Bed Census,"6,220"
MIAMI-DADE,Available,"2,421"
MIAMI-DADE,Available Capacity,0.280175906
MIAMI-DADE,Total Staffed Bed Capacity,"8,641"
MONROE,Bed Census,86
MONROE,Available,96
MONROE,Available Capacity,0.527472527
MONROE,Total Staffed Bed Capacity,182
NASSAU,Bed Census,39
NASSAU,Available,29
NASSAU,Available Capacity,0.426470588
NASSAU,Total Staffed Bed Capacity,68
OKALOOSA,Bed Census,369
OKALOOSA,Available,87
OKALOOSA,Available Capacity,0.190789474
OKALOOSA,Total Staffed Bed Capacity,456
OKEECHOBEE,Bed Census,55
OKEECHOBEE,Available,45
OKEECHOBEE,Available Capacity,0.45
OKEECHOBEE,Total Staffed Bed Capacity,100
ORANGE,Bed Census,"3,392"
ORANGE,Available,"1,065"
ORANGE,Available Capacity,0.238949966
ORANGE,Total Staffed Bed Capacity,"4,457"
OSCEOLA,Bed Census,889
OSCEOLA,Available,282
OSCEOLA,Available Capacity,0.240819812
OSCEOLA,Total Staffed Bed Capacity,"1,171"
PALM BEACH,Bed Census,"2,789"
PALM BEACH,Available,"1,258"
PALM BEACH,Available Capacity,0.310847541
