County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,415"
ALACHUA,Available,287
ALACHUA,Available Capacity,0.168625147
ALACHUA,Total Staffed Bed Capacity,"1,702"
BAKER,Bed Census,476
BAKER,Available,149
BAKER,Available Capacity,0.2384
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,444
BAY,Available,99
BAY,Available Capacity,0.182320442
BAY,Total Staffed Bed Capacity,543
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,176"
BREVARD,Available,388
BREVARD,Available Capacity,0.248081841
BREVARD,Total Staffed Bed Capacity,"1,564"
BROWARD,Bed Census,"3,974"
BROWARD,Available,"1,151"
BROWARD,Available Capacity,0.224585366
BROWARD,Total Staffed Bed Capacity,"5,125"
CALHOUN,Bed Census,4
CALHOUN,Available,6
CALHOUN,Available Capacity,0.6
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,379
CHARLOTTE,Available,228
CHARLOTTE,Available Capacity,0.375617792
CHARLOTTE,Total Staffed Bed Capacity,607
CITRUS,Bed Census,198
CITRUS,Available,85
CITRUS,Available Capacity,0.300353357
CITRUS,Total Staffed Bed Capacity,283
CLAY,Bed Census,434
CLAY,Available,99
CLAY,Available Capacity,0.185741088
CLAY,Total Staffed Bed Capacity,533
COLLIER,Bed Census,655
COLLIER,Available,187
COLLIER,Available Capacity,0.222090261
COLLIER,Total Staffed Bed Capacity,842
COLUMBIA,Bed Census,107
COLUMBIA,Available,6
COLUMBIA,Available Capacity,0.053097345
COLUMBIA,Total Staffed Bed Capacity,113
DESOTO,Bed Census,15
DESOTO,Available,40
DESOTO,Available Capacity,0.727272727
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,655"
DUVAL,Available,"1,089"
DUVAL,Available Capacity,0.290865385
DUVAL,Total Staffed Bed Capacity,"3,744"
ESCAMBIA,Bed Census,984
ESCAMBIA,Available,495
ESCAMBIA,Available Capacity,0.334685598
