County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,512"
ALACHUA,Available,238
ALACHUA,Available Capacity,0.136
ALACHUA,Total Staffed Bed Capacity,"1,750"
BAKER,Bed Census,480
BAKER,Available,146
BAKER,Available Capacity,0.233226837
BAKER,Total Staffed Bed Capacity,626
BAY,Bed Census,455
BAY,Available,80
BAY,Available Capacity,0.149532710
BAY,Total Staffed Bed Capacity,535
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,189"
BREVARD,Available,427
BREVARD,Available Capacity,0.264232673
BREVARD,Total Staffed Bed Capacity,"1,616"
BROWARD,Bed Census,"6,291"
BROWARD,Available,"1,104"
BROWARD,Available Capacity,0.149290061
BROWARD,Total Staffed Bed Capacity,"7,395"
CALHOUN,Bed Census,5
CALHOUN,Available,5
CALHOUN,Available Capacity,0.5
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,438
CHARLOTTE,Available,179
CHARLOTTE,Available Capacity,0.290113452
CHARLOTTE,Total Staffed Bed Capacity,617
CITRUS,Bed Census,229
CITRUS,Available,96
CITRUS,Available Capacity,0.295384615
CITRUS,Total Staffed Bed Capacity,325
CLAY,Bed Census,465
CLAY,Available,81
CLAY,Available Capacity,0.148351648
CLAY,Total Staffed Bed Capacity,546
COLLIER,Bed Census,651
COLLIER,Available,164
COLLIER,Available Capacity,0.201226994
COLLIER,Total Staffed Bed Capacity,815
COLUMBIA,Bed Census,95
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,95
DESOTO,Bed Census,14
DESOTO,Available,41
DESOTO,Available Capacity,0.745454545
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,845"
DUVAL,Available,723
DUVAL,Available Capacity,0.202634529
DUVAL,Total Staffed Bed Capacity,"3,568"
ESCAMBIA,Bed Census,"1,068"
ESCAMBIA,Available,388
ESCAMBIA,Available Capacity,0.266483516
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,86
FLAGLER,Available,13
FLAGLER,Available Capacity,0.131313131
