County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,453"
ALACHUA,Available,282
ALACHUA,Available Capacity,0.162536023
ALACHUA,Total Staffed Bed Capacity,"1,735"
BAKER,Bed Census,469
BAKER,Available,156
BAKER,Available Capacity,0.2496
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,411
BAY,Available,119
BAY,Available Capacity,0.224528302
BAY,Total Staffed Bed Capacity,530
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,160"
BREVARD,Available,453
BREVARD,Available Capacity,0.280843149
BREVARD,Total Staffed Bed Capacity,"1,613"
BROWARD,Bed Census,"3,983"
BROWARD,Available,"1,166"
BROWARD,Available Capacity,0.226451738
BROWARD,Total Staffed Bed Capacity,"5,149"
CALHOUN,Bed Census,5
CALHOUN,Available,5
CALHOUN,Available Capacity,0.5
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,402
CHARLOTTE,Available,217
CHARLOTTE,Available Capacity,0.350565428
CHARLOTTE,Total Staffed Bed Capacity,619
CITRUS,Bed Census,214
CITRUS,Available,102
CITRUS,Available Capacity,0.322784810
CITRUS,Total Staffed Bed Capacity,316
CLAY,Bed Census,436
CLAY,Available,114
CLAY,Available Capacity,0.207272727
CLAY,Total Staffed Bed Capacity,550
COLLIER,Bed Census,651
COLLIER,Available,167
COLLIER,Available Capacity,0.204156479
COLLIER,Total Staffed Bed Capacity,818
COLUMBIA,Bed Census,103
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,103
DESOTO,Bed Census,14
DESOTO,Available,41
DESOTO,Available Capacity,0.745454545
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,696"
DUVAL,Available,834
DUVAL,Available Capacity,0.236260623
DUVAL,Total Staffed Bed Capacity,"3,530"
ESCAMBIA,Bed Census,"1,043"
ESCAMBIA,Available,413
ESCAMBIA,Available Capacity,0.283653846
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,86
FLAGLER,Available,13
FLAGLER,Available Capacity,0.131313131
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,1
FRANKLIN,Available,14
FRANKLIN,Available Capacity,0.933333333
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,657
GADSDEN,Available,296
GADSDEN,Available Capacity,0.310598111
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,7
GULF,Available,15
GULF,Available Capacity,0.681818182
GULF,Total Staffed Bed Capacity,22
HARDEE,Bed Census,24
HARDEE,Available,0
HARDEE,Available Capacity,0
HARDEE,Total Staffed Bed Capacity,24
HENDRY,Bed Census,11
HENDRY,Available,18
HENDRY,Available Capacity,0.620689655
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,488
HERNANDO,Available,236
HERNANDO,Available Capacity,0.325966851
HERNANDO,Total Staffed Bed Capacity,724
HIGHLANDS,Bed Census,199
HIGHLANDS,Available,55
HIGHLANDS,Available Capacity,0.216535433
HIGHLANDS,Total Staffed Bed Capacity,254
HILLSBOROUGH,Bed Census,"3,185"
HILLSBOROUGH,Available,896
HILLSBOROUGH,Available Capacity,0.219554031
HILLSBOROUGH,Total Staffed Bed Capacity,"4,081"
HOLMES,Bed Census,11
HOLMES,Available,9
HOLMES,Available Capacity,0.45
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,300
INDIAN RIVER,Available,153
INDIAN RIVER,Available Capacity,0.337748344
INDIAN RIVER,Total Staffed Bed Capacity,453
JACKSON,Bed Census,43
JACKSON,Available,44
JACKSON,Available Capacity,0.505747126
JACKSON,Total Staffed Bed Capacity,87
LAKE,Bed Census,611
LAKE,Available,283
LAKE,Available Capacity,0.316554810
LAKE,Total Staffed Bed Capacity,894
LEE,Bed Census,"1,403"
LEE,Available,418
LEE,Available Capacity,0.229544206
LEE,Total Staffed Bed Capacity,"1,821"
LEON,Bed Census,712
LEON,Available,145
LEON,Available Capacity,0.169194866
LEON,Total Staffed Bed Capacity,857
MADISON,Bed Census,6
MADISON,Available,9
MADISON,Available Capacity,0.6
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,632
MANATEE,Available,151
MANATEE,Available Capacity,0.192848020
MANATEE,Total Staffed Bed Capacity,783
MARION,Bed Census,743
MARION,Available,148
MARION,Available Capacity,0.166105499
MARION,Total Staffed Bed Capacity,891
MARTIN,Bed Census,257
MARTIN,Available,249
MARTIN,Available Capacity,0.492094862
MARTIN,Total Staffed Bed Capacity,506
MIAMI-DADE,Bed Census,"6,078"
MIAMI-DADE,Available,"2,477"
MIAMI-DADE,Available Capacity,0.289538282
MIAMI-DADE,Total Staffed Bed Capacity,"8,555"
MONROE,Bed Census,93
MONROE,Available,74
MONROE,Available Capacity,0.443113772
MONROE,Total Staffed Bed Capacity,167
NASSAU,Bed Census,39
NASSAU,Available,29
NASSAU,Available Capacity,0.426470588
NASSAU,Total Staffed Bed Capacity,68
OKALOOSA,Bed Census,335
OKALOOSA,Available,116
OKALOOSA,Available Capacity,0.257206208
OKALOOSA,Total Staffed Bed Capacity,451
OKEECHOBEE,Bed Census,53
OKEECHOBEE,Available,47
OKEECHOBEE,Available Capacity,0.47
OKEECHOBEE,Total Staffed Bed Capacity,100
ORANGE,Bed Census,"3,242"
ORANGE,Available,"1,124"
ORANGE,Available Capacity,0.257443885
ORANGE,Total Staffed Bed Capacity,"4,366"
OSCEOLA,Bed Census,871
OSCEOLA,Available,286
OSCEOLA,Available Capacity,0.247191011
OSCEOLA,Total Staffed Bed Capacity,"1,157"
PALM BEACH,Bed Census,"2,732"
PALM BEACH,Available,"1,292"
PALM BEACH,Available Capacity,0.321073559
PALM BEACH,Total Staffed Bed Capacity,"4,024"
PASCO,Bed Census,"1,081"
PASCO,Available,242
PASCO,Available Capacity,0.182917611
PASCO,Total Staffed Bed Capacity,"1,323"
PINELLAS,Bed Census,"2,383"
PINELLAS,Available,"1,228"
PINELLAS,Available Capacity,0.340072002
PINELLAS,Total Staffed Bed Capacity,"3,611"
POLK,Bed Census,"1,282"
POLK,Available,364
POLK,Available Capacity,0.221142163
POLK,Total Staffed Bed Capacity,"1,646"
PUTNAM,Bed Census,56
PUTNAM,Available,28
PUTNAM,Available Capacity,0.333333333
PUTNAM,Total Staffed Bed Capacity,84
SANTA ROSA,Bed Census,112
SANTA ROSA,Available,231
SANTA ROSA,Available Capacity,0.673469388
