County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,281
ALACHUA,Available Adult ICU,27
ALACHUA,Available Adult ICU%,0.087662338
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,42
ALACHUA,Available Pediatric ICU,5
ALACHUA,Available Pediatric ICU%,0.106382979
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,48
BAY,Available Adult ICU,6
BAY,Available Adult ICU%,0.111111111
BAY,Total AdultICU Capacity,54
BAY,Pediatric ICU Census,2
BAY,Available Pediatric ICU,2
BAY,Available Pediatric ICU%,0.5
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,126
BREVARD,Available Adult ICU,54
BREVARD,Available Adult ICU%,0.3
BREVARD,Total AdultICU Capacity,180
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,375
BROWARD,Available Adult ICU,104
BROWARD,Available Adult ICU%,0.217118998
BROWARD,Total AdultICU Capacity,479
BROWARD,Pediatric ICU Census,29
BROWARD,Available Pediatric ICU,33
BROWARD,Available Pediatric ICU%,0.532258065
BROWARD,Total PediatricICU Capacity,62
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,37
CHARLOTTE,Available Adult ICU,12
CHARLOTTE,Available Adult ICU%,0.244897959
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,24
CITRUS,Available Adult ICU,16
CITRUS,Available Adult ICU%,0.4
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,40
CLAY,Available Adult ICU,2
CLAY,Available Adult ICU%,0.047619048
CLAY,Total AdultICU Capacity,42
CLAY,Pediatric ICU Census,2
CLAY,Available Pediatric ICU,2
CLAY,Available Pediatric ICU%,0.5
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,51
COLLIER,Available Adult ICU,34
COLLIER,Available Adult ICU%,0.4
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,18
COLUMBIA,Available Adult ICU,3
COLUMBIA,Available Adult ICU%,0.142857143
COLUMBIA,Total AdultICU Capacity,21
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,1
DESOTO,Available Adult ICU,7
DESOTO,Available Adult ICU%,0.875
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,305
DUVAL,Available Adult ICU,136
DUVAL,Available Adult ICU%,0.308390023
DUVAL,Total AdultICU Capacity,441
DUVAL,Pediatric ICU Census,18
DUVAL,Available Pediatric ICU,22
DUVAL,Available Pediatric ICU%,0.55
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,120
ESCAMBIA,Available Adult ICU,21
ESCAMBIA,Available Adult ICU%,0.148936170
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,6
