County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,436"
ALACHUA,Available,260
ALACHUA,Available Capacity,0.153301887
ALACHUA,Total Staffed Bed Capacity,"1,696"
BAKER,Bed Census,469
BAKER,Available,156
BAKER,Available Capacity,0.2496
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,459
BAY,Available,100
BAY,Available Capacity,0.178890877
BAY,Total Staffed Bed Capacity,559
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,255"
BREVARD,Available,385
BREVARD,Available Capacity,0.234756098
BREVARD,Total Staffed Bed Capacity,"1,640"
BROWARD,Bed Census,"4,140"
BROWARD,Available,"1,092"
BROWARD,Available Capacity,0.208715596
BROWARD,Total Staffed Bed Capacity,"5,232"
CALHOUN,Bed Census,8
CALHOUN,Available,2
CALHOUN,Available Capacity,0.2
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,417
CHARLOTTE,Available,199
CHARLOTTE,Available Capacity,0.323051948
CHARLOTTE,Total Staffed Bed Capacity,616
CITRUS,Bed Census,226
CITRUS,Available,73
CITRUS,Available Capacity,0.244147157
CITRUS,Total Staffed Bed Capacity,299
CLAY,Bed Census,452
CLAY,Available,103
CLAY,Available Capacity,0.185585586
CLAY,Total Staffed Bed Capacity,555
COLLIER,Bed Census,721
COLLIER,Available,142
COLLIER,Available Capacity,0.164542294
COLLIER,Total Staffed Bed Capacity,863
COLUMBIA,Bed Census,95
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,95
DESOTO,Bed Census,15
DESOTO,Available,40
DESOTO,Available Capacity,0.727272727
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,848"
DUVAL,Available,933
DUVAL,Available Capacity,0.246760116
DUVAL,Total Staffed Bed Capacity,"3,781"
ESCAMBIA,Bed Census,"1,071"
ESCAMBIA,Available,418
ESCAMBIA,Available Capacity,0.280725319
ESCAMBIA,Total Staffed Bed Capacity,"1,489"
FLAGLER,Bed Census,82
FLAGLER,Available,17
FLAGLER,Available Capacity,0.171717172
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,1
FRANKLIN,Available,14
FRANKLIN,Available Capacity,0.933333333
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,751
GADSDEN,Available,202
GADSDEN,Available Capacity,0.211962225
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,5
GULF,Available,16
GULF,Available Capacity,0.761904762
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,22
HARDEE,Available,3
HARDEE,Available Capacity,0.12
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,6
HENDRY,Available,23
HENDRY,Available Capacity,0.793103448
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,513
HERNANDO,Available,247
HERNANDO,Available Capacity,0.325
HERNANDO,Total Staffed Bed Capacity,760
HIGHLANDS,Bed Census,176
HIGHLANDS,Available,83
HIGHLANDS,Available Capacity,0.320463320
HIGHLANDS,Total Staffed Bed Capacity,259
HILLSBOROUGH,Bed Census,"3,047"
HILLSBOROUGH,Available,694
HILLSBOROUGH,Available Capacity,0.185511895
HILLSBOROUGH,Total Staffed Bed Capacity,"3,741"
HOLMES,Bed Census,7
HOLMES,Available,13
HOLMES,Available Capacity,0.65
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,313
INDIAN RIVER,Available,143
INDIAN RIVER,Available Capacity,0.313596491
INDIAN RIVER,Total Staffed Bed Capacity,456
JACKSON,Bed Census,41
JACKSON,Available,60
JACKSON,Available Capacity,0.594059406
JACKSON,Total Staffed Bed Capacity,101
LAKE,Bed Census,700
LAKE,Available,208
LAKE,Available Capacity,0.229074890
LAKE,Total Staffed Bed Capacity,908
LEE,Bed Census,"1,492"
LEE,Available,359
LEE,Available Capacity,0.193949217
LEE,Total Staffed Bed Capacity,"1,851"
LEON,Bed Census,738
LEON,Available,122
LEON,Available Capacity,0.141860465
LEON,Total Staffed Bed Capacity,860
MADISON,Bed Census,9
MADISON,Available,6
MADISON,Available Capacity,0.4
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,676
MANATEE,Available,99
MANATEE,Available Capacity,0.127741935
MANATEE,Total Staffed Bed Capacity,775
MARION,Bed Census,822
MARION,Available,112
MARION,Available Capacity,0.119914347
MARION,Total Staffed Bed Capacity,934
MARTIN,Bed Census,235
MARTIN,Available,271
MARTIN,Available Capacity,0.535573123
MARTIN,Total Staffed Bed Capacity,506
MIAMI-DADE,Bed Census,"6,291"
MIAMI-DADE,Available,"2,263"
MIAMI-DADE,Available Capacity,0.264554594
MIAMI-DADE,Total Staffed Bed Capacity,"8,554"
MONROE,Bed Census,113
MONROE,Available,20
MONROE,Available Capacity,0.150375940
MONROE,Total Staffed Bed Capacity,133
NASSAU,Bed Census,43
NASSAU,Available,25
NASSAU,Available Capacity,0.367647059
NASSAU,Total Staffed Bed Capacity,68
