County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,499"
ALACHUA,Available,209
ALACHUA,Available Capacity,0.122365340
ALACHUA,Total Staffed Bed Capacity,"1,708"
BAKER,Bed Census,452
BAKER,Available,173
BAKER,Available Capacity,0.2768
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,450
BAY,Available,83
BAY,Available Capacity,0.155722326
BAY,Total Staffed Bed Capacity,533
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,209"
BREVARD,Available,411
BREVARD,Available Capacity,0.253703704
BREVARD,Total Staffed Bed Capacity,"1,620"
BROWARD,Bed Census,"4,164"
BROWARD,Available,"1,077"
BROWARD,Available Capacity,0.205495135
BROWARD,Total Staffed Bed Capacity,"5,241"
CALHOUN,Bed Census,7
CALHOUN,Available,3
CALHOUN,Available Capacity,0.3
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,389
CHARLOTTE,Available,229
CHARLOTTE,Available Capacity,0.370550162
CHARLOTTE,Total Staffed Bed Capacity,618
CITRUS,Bed Census,390
CITRUS,Available,58
CITRUS,Available Capacity,0.129464286
CITRUS,Total Staffed Bed Capacity,448
CLAY,Bed Census,472
CLAY,Available,71
CLAY,Available Capacity,0.130755064
CLAY,Total Staffed Bed Capacity,543
COLLIER,Bed Census,663
COLLIER,Available,199
COLLIER,Available Capacity,0.230858469
COLLIER,Total Staffed Bed Capacity,862
COLUMBIA,Bed Census,94
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,94
DESOTO,Bed Census,18
DESOTO,Available,37
DESOTO,Available Capacity,0.672727273
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,813"
DUVAL,Available,752
DUVAL,Available Capacity,0.210939691
DUVAL,Total Staffed Bed Capacity,"3,565"
ESCAMBIA,Bed Census,"1,090"
ESCAMBIA,Available,399
ESCAMBIA,Available Capacity,0.267965077
ESCAMBIA,Total Staffed Bed Capacity,"1,489"
FLAGLER,Bed Census,85
FLAGLER,Available,14
FLAGLER,Available Capacity,0.141414141
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,2
FRANKLIN,Available,13
FRANKLIN,Available Capacity,0.866666667
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,710
GADSDEN,Available,243
GADSDEN,Available Capacity,0.254984260
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,7
GULF,Available,14
GULF,Available Capacity,0.666666667
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,23
HARDEE,Available,2
HARDEE,Available Capacity,0.08
HARDEE,Total Staffed Bed Capacity,25
