County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,506"
ALACHUA,Available,221
ALACHUA,Available Capacity,0.127967574
ALACHUA,Total Staffed Bed Capacity,"1,727"
BAKER,Bed Census,482
BAKER,Available,143
BAKER,Available Capacity,0.2288
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,464
BAY,Available,95
BAY,Available Capacity,0.169946333
BAY,Total Staffed Bed Capacity,559
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,197"
BREVARD,Available,438
BREVARD,Available Capacity,0.267889908
BREVARD,Total Staffed Bed Capacity,"1,635"
BROWARD,Bed Census,"4,216"
BROWARD,Available,"1,001"
BROWARD,Available Capacity,0.191872724
BROWARD,Total Staffed Bed Capacity,"5,217"
CALHOUN,Bed Census,5
CALHOUN,Available,4
CALHOUN,Available Capacity,0.444444444
CALHOUN,Total Staffed Bed Capacity,9
CHARLOTTE,Bed Census,448
CHARLOTTE,Available,173
CHARLOTTE,Available Capacity,0.278582931
CHARLOTTE,Total Staffed Bed Capacity,621
CITRUS,Bed Census,245
CITRUS,Available,63
CITRUS,Available Capacity,0.204545455
CITRUS,Total Staffed Bed Capacity,308
CLAY,Bed Census,488
CLAY,Available,81
CLAY,Available Capacity,0.142355009
CLAY,Total Staffed Bed Capacity,569
COLLIER,Bed Census,698
COLLIER,Available,152
COLLIER,Available Capacity,0.178823529
COLLIER,Total Staffed Bed Capacity,850
COLUMBIA,Bed Census,100
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,100
DESOTO,Bed Census,23
DESOTO,Available,28
DESOTO,Available Capacity,0.549019608
DESOTO,Total Staffed Bed Capacity,51
DUVAL,Bed Census,"2,760"
DUVAL,Available,975
DUVAL,Available Capacity,0.261044177
DUVAL,Total Staffed Bed Capacity,"3,735"
ESCAMBIA,Bed Census,"1,089"
ESCAMBIA,Available,364
ESCAMBIA,Available Capacity,0.250516173
ESCAMBIA,Total Staffed Bed Capacity,"1,453"
FLAGLER,Bed Census,91
FLAGLER,Available,8
FLAGLER,Available Capacity,0.080808081
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,0
FRANKLIN,Available,15
FRANKLIN,Available Capacity,1
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,609
GADSDEN,Available,344
GADSDEN,Available Capacity,0.360965373
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,6
GULF,Available,15
GULF,Available Capacity,0.714285714
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,21
HARDEE,Available,4
HARDEE,Available Capacity,0.16
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,10
HENDRY,Available,19
HENDRY,Available Capacity,0.655172414
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,506
HERNANDO,Available,219
HERNANDO,Available Capacity,0.302068966
HERNANDO,Total Staffed Bed Capacity,725
HIGHLANDS,Bed Census,200
HIGHLANDS,Available,51
HIGHLANDS,Available Capacity,0.203187251
HIGHLANDS,Total Staffed Bed Capacity,251
HILLSBOROUGH,Bed Census,"3,174"
HILLSBOROUGH,Available,761
HILLSBOROUGH,Available Capacity,0.193392630
HILLSBOROUGH,Total Staffed Bed Capacity,"3,935"
HOLMES,Bed Census,18
HOLMES,Available,2
HOLMES,Available Capacity,0.1
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,337
INDIAN RIVER,Available,128
INDIAN RIVER,Available Capacity,0.275268817
INDIAN RIVER,Total Staffed Bed Capacity,465
JACKSON,Bed Census,36
JACKSON,Available,53
JACKSON,Available Capacity,0.595505618
JACKSON,Total Staffed Bed Capacity,89
LAKE,Bed Census,645
LAKE,Available,263
LAKE,Available Capacity,0.289647577
LAKE,Total Staffed Bed Capacity,908
LEE,Bed Census,"1,532"
LEE,Available,289
LEE,Available Capacity,0.158704009
LEE,Total Staffed Bed Capacity,"1,821"
LEON,Bed Census,748
LEON,Available,122
LEON,Available Capacity,0.140229885
LEON,Total Staffed Bed Capacity,870
MADISON,Bed Census,6
MADISON,Available,9
MADISON,Available Capacity,0.6
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,684
MANATEE,Available,106
MANATEE,Available Capacity,0.134177215
MANATEE,Total Staffed Bed Capacity,790
MARION,Bed Census,765
MARION,Available,121
MARION,Available Capacity,0.136568849
MARION,Total Staffed Bed Capacity,886
MARTIN,Bed Census,258
MARTIN,Available,172
MARTIN,Available Capacity,0.4
MARTIN,Total Staffed Bed Capacity,430
MIAMI-DADE,Bed Census,"6,278"
MIAMI-DADE,Available,"2,381"
MIAMI-DADE,Available Capacity,0.274974015
MIAMI-DADE,Total Staffed Bed Capacity,"8,659"
MONROE,Bed Census,94
MONROE,Available,88
MONROE,Available Capacity,0.483516484
MONROE,Total Staffed Bed Capacity,182
NASSAU,Bed Census,44
NASSAU,Available,24
NASSAU,Available Capacity,0.352941176
NASSAU,Total Staffed Bed Capacity,68
OKALOOSA,Bed Census,369
OKALOOSA,Available,89
OKALOOSA,Available Capacity,0.194323144
