County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,406"
ALACHUA,Available,290
ALACHUA,Available Capacity,0.170990566
ALACHUA,Total Staffed Bed Capacity,"1,696"
BAKER,Bed Census,471
BAKER,Available,154
BAKER,Available Capacity,0.2464
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,421
BAY,Available,123
BAY,Available Capacity,0.226102941
BAY,Total Staffed Bed Capacity,544
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,087"
BREVARD,Available,504
BREVARD,Available Capacity,0.316781898
BREVARD,Total Staffed Bed Capacity,"1,591"
BROWARD,Bed Census,"3,857"
BROWARD,Available,"1,194"
BROWARD,Available Capacity,0.236388834
BROWARD,Total Staffed Bed Capacity,"5,051"
CALHOUN,Bed Census,4
CALHOUN,Available,6
CALHOUN,Available Capacity,0.6
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,389
CHARLOTTE,Available,227
CHARLOTTE,Available Capacity,0.368506494
CHARLOTTE,Total Staffed Bed Capacity,616
CITRUS,Bed Census,184
CITRUS,Available,114
CITRUS,Available Capacity,0.382550336
CITRUS,Total Staffed Bed Capacity,298
CLAY,Bed Census,477
CLAY,Available,87
CLAY,Available Capacity,0.154255319
CLAY,Total Staffed Bed Capacity,564
COLLIER,Bed Census,658
COLLIER,Available,204
COLLIER,Available Capacity,0.236658933
COLLIER,Total Staffed Bed Capacity,862
COLUMBIA,Bed Census,83
COLUMBIA,Available,8
COLUMBIA,Available Capacity,0.087912088
COLUMBIA,Total Staffed Bed Capacity,91
DESOTO,Bed Census,21
DESOTO,Available,34
DESOTO,Available Capacity,0.618181818
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,615"
DUVAL,Available,"1,088"
DUVAL,Available Capacity,0.293815825
DUVAL,Total Staffed Bed Capacity,"3,703"
ESCAMBIA,Bed Census,"1,009"
ESCAMBIA,Available,464
ESCAMBIA,Available Capacity,0.315003394
ESCAMBIA,Total Staffed Bed Capacity,"1,473"
FLAGLER,Bed Census,74
FLAGLER,Available,25
FLAGLER,Available Capacity,0.252525253
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,1
FRANKLIN,Available,14
FRANKLIN,Available Capacity,0.933333333
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,678
GADSDEN,Available,275
GADSDEN,Available Capacity,0.288562434
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,7
GULF,Available,14
GULF,Available Capacity,0.666666667
