County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,488"
ALACHUA,Available,233
ALACHUA,Available Capacity,0.135386403
ALACHUA,Total Staffed Bed Capacity,"1,721"
BAKER,Bed Census,458
BAKER,Available,167
BAKER,Available Capacity,0.2672
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,425
BAY,Available,89
BAY,Available Capacity,0.173151751
BAY,Total Staffed Bed Capacity,514
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,180"
BREVARD,Available,443
BREVARD,Available Capacity,0.272951325
BREVARD,Total Staffed Bed Capacity,"1,623"
BROWARD,Bed Census,"3,989"
BROWARD,Available,"1,195"
BROWARD,Available Capacity,0.230516975
BROWARD,Total Staffed Bed Capacity,"5,184"
CALHOUN,Bed Census,9
CALHOUN,Available,1
CALHOUN,Available Capacity,0.1
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,392
CHARLOTTE,Available,219
CHARLOTTE,Available Capacity,0.358428805
CHARLOTTE,Total Staffed Bed Capacity,611
CITRUS,Bed Census,222
CITRUS,Available,75
CITRUS,Available Capacity,0.252525253
CITRUS,Total Staffed Bed Capacity,297
CLAY,Bed Census,476
CLAY,Available,68
CLAY,Available Capacity,0.125
CLAY,Total Staffed Bed Capacity,544
COLLIER,Bed Census,657
COLLIER,Available,161
COLLIER,Available Capacity,0.196821516
COLLIER,Total Staffed Bed Capacity,818
COLUMBIA,Bed Census,107
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,107
DESOTO,Bed Census,14
DESOTO,Available,41
DESOTO,Available Capacity,0.745454545
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,751"
DUVAL,Available,773
DUVAL,Available Capacity,0.219353008
DUVAL,Total Staffed Bed Capacity,"3,524"
ESCAMBIA,Bed Census,"1,062"
ESCAMBIA,Available,417
ESCAMBIA,Available Capacity,0.281947262
ESCAMBIA,Total Staffed Bed Capacity,"1,479"
FLAGLER,Bed Census,89
FLAGLER,Available,10
FLAGLER,Available Capacity,0.101010101
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,4
FRANKLIN,Available,11
FRANKLIN,Available Capacity,0.733333333
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,722
GADSDEN,Available,231
GADSDEN,Available Capacity,0.242392445
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,4
GULF,Available,17
GULF,Available Capacity,0.809523810
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,18
HARDEE,Available,7
HARDEE,Available Capacity,0.28
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,11
HENDRY,Available,18
HENDRY,Available Capacity,0.620689655
HENDRY,Total Staffed Bed Capacity,29
HERNANDO,Bed Census,466
HERNANDO,Available,274
HERNANDO,Available Capacity,0.370270270
HERNANDO,Total Staffed Bed Capacity,740
HIGHLANDS,Bed Census,203
HIGHLANDS,Available,56
HIGHLANDS,Available Capacity,0.216216216
HIGHLANDS,Total Staffed Bed Capacity,259
HILLSBOROUGH,Bed Census,"3,173"
HILLSBOROUGH,Available,531
HILLSBOROUGH,Available Capacity,0.143358531
HILLSBOROUGH,Total Staffed Bed Capacity,"3,704"
HOLMES,Bed Census,12
HOLMES,Available,8
HOLMES,Available Capacity,0.4
HOLMES,Total Staffed Bed Capacity,20
INDIAN RIVER,Bed Census,320
INDIAN RIVER,Available,140
INDIAN RIVER,Available Capacity,0.304347826
INDIAN RIVER,Total Staffed Bed Capacity,460
JACKSON,Bed Census,26
JACKSON,Available,65
JACKSON,Available Capacity,0.714285714
JACKSON,Total Staffed Bed Capacity,91
LAKE,Bed Census,668
LAKE,Available,245
LAKE,Available Capacity,0.268346112
LAKE,Total Staffed Bed Capacity,913
LEE,Bed Census,"1,404"
LEE,Available,440
LEE,Available Capacity,0.238611714
LEE,Total Staffed Bed Capacity,"1,844"
LEON,Bed Census,705
LEON,Available,146
LEON,Available Capacity,0.171562867
LEON,Total Staffed Bed Capacity,851
MADISON,Bed Census,7
MADISON,Available,8
MADISON,Available Capacity,0.533333333
MADISON,Total Staffed Bed Capacity,15
MANATEE,Bed Census,620
MANATEE,Available,157
MANATEE,Available Capacity,0.202059202
MANATEE,Total Staffed Bed Capacity,777
MARION,Bed Census,787
MARION,Available,129
MARION,Available Capacity,0.140829694
MARION,Total Staffed Bed Capacity,916
MARTIN,Bed Census,263
MARTIN,Available,243
MARTIN,Available Capacity,0.480237154
MARTIN,Total Staffed Bed Capacity,506
