County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,289
ALACHUA,Available Adult ICU,19
ALACHUA,Available Adult ICU%,0.061688312
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,42
ALACHUA,Available Pediatric ICU,5
ALACHUA,Available Pediatric ICU%,0.106382979
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,57
BAY,Available Adult ICU,3
BAY,Available Adult ICU%,0.05
BAY,Total AdultICU Capacity,60
BAY,Pediatric ICU Census,0
BAY,Available Pediatric ICU,4
BAY,Available Pediatric ICU%,1
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,133
BREVARD,Available Adult ICU,32
BREVARD,Available Adult ICU%,0.193939394
BREVARD,Total AdultICU Capacity,165
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,368
BROWARD,Available Adult ICU,91
BROWARD,Available Adult ICU%,0.198257081
BROWARD,Total AdultICU Capacity,459
BROWARD,Pediatric ICU Census,34
BROWARD,Available Pediatric ICU,30
BROWARD,Available Pediatric ICU%,0.46875
BROWARD,Total PediatricICU Capacity,64
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,38
CHARLOTTE,Available Adult ICU,11
CHARLOTTE,Available Adult ICU%,0.224489796
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,34
CITRUS,Available Adult ICU,6
CITRUS,Available Adult ICU%,0.15
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,49
CLAY,Available Adult ICU,13
CLAY,Available Adult ICU%,0.209677419
CLAY,Total AdultICU Capacity,62
CLAY,Pediatric ICU Census,4
CLAY,Available Pediatric ICU,0
CLAY,Available Pediatric ICU%,0
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,56
COLLIER,Available Adult ICU,29
COLLIER,Available Adult ICU%,0.341176471
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,13
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,13
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,2
DESOTO,Available Adult ICU,6
DESOTO,Available Adult ICU%,0.75
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,342
DUVAL,Available Adult ICU,95
DUVAL,Available Adult ICU%,0.217391304
DUVAL,Total AdultICU Capacity,437
DUVAL,Pediatric ICU Census,23
DUVAL,Available Pediatric ICU,18
DUVAL,Available Pediatric ICU%,0.439024390
DUVAL,Total PediatricICU Capacity,41
ESCAMBIA,Adult ICU Census,126
ESCAMBIA,Available Adult ICU,15
ESCAMBIA,Available Adult ICU%,0.106382979
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,8
ESCAMBIA,Available Pediatric ICU,8
ESCAMBIA,Available Pediatric ICU%,0.5
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,15
FLAGLER,Available Adult ICU,3
FLAGLER,Available Adult ICU%,0.166666667
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
HARDEE,Available Pediatric ICU,0
HARDEE,Available Pediatric ICU%,
HARDEE,Total PediatricICU Capacity,0
HENDRY,Adult ICU Census,0
HENDRY,Available Adult ICU,4
HENDRY,Available Adult ICU%,1
HENDRY,Total AdultICU Capacity,4
HENDRY,Pediatric ICU Census,0
HENDRY,Available Pediatric ICU,0
HENDRY,Available Pediatric ICU%,
HENDRY,Total PediatricICU Capacity,0
HERNANDO,Adult ICU Census,42
HERNANDO,Available Adult ICU,20
HERNANDO,Available Adult ICU%,0.322580645
HERNANDO,Total AdultICU Capacity,62
HERNANDO,Pediatric ICU Census,0
HERNANDO,Available Pediatric ICU,0
HERNANDO,Available Pediatric ICU%,
HERNANDO,Total PediatricICU Capacity,0
HIGHLANDS,Adult ICU Census,23
HIGHLANDS,Available Adult ICU,7
HIGHLANDS,Available Adult ICU%,0.233333333
HIGHLANDS,Total AdultICU Capacity,30
HIGHLANDS,Pediatric ICU Census,0
HIGHLANDS,Available Pediatric ICU,0
HIGHLANDS,Available Pediatric ICU%,
HIGHLANDS,Total PediatricICU Capacity,0
HILLSBOROUGH,Adult ICU Census,334
HILLSBOROUGH,Available Adult ICU,42
HILLSBOROUGH,Available Adult ICU%,0.111702128
HILLSBOROUGH,Total AdultICU Capacity,376
HILLSBOROUGH,Pediatric ICU Census,23
HILLSBOROUGH,Available Pediatric ICU,18
HILLSBOROUGH,Available Pediatric ICU%,0.439024390
HILLSBOROUGH,Total PediatricICU Capacity,41
HOLMES,Adult ICU Census,0
HOLMES,Available Adult ICU,0
HOLMES,Available Adult ICU%,
HOLMES,Total AdultICU Capacity,0
HOLMES,Pediatric ICU Census,0
HOLMES,Available Pediatric ICU,0
HOLMES,Available Pediatric ICU%,
HOLMES,Total PediatricICU Capacity,0
INDIAN RIVER,Adult ICU Census,22
INDIAN RIVER,Available Adult ICU,7
INDIAN RIVER,Available Adult ICU%,0.241379310
INDIAN RIVER,Total AdultICU Capacity,29
INDIAN RIVER,Pediatric ICU Census,0
INDIAN RIVER,Available Pediatric ICU,0
INDIAN RIVER,Available Pediatric ICU%,
INDIAN RIVER,Total PediatricICU Capacity,0
JACKSON,Adult ICU Census,5
JACKSON,Available Adult ICU,4
JACKSON,Available Adult ICU%,0.444444444
JACKSON,Total AdultICU Capacity,9
JACKSON,Pediatric ICU Census,0
JACKSON,Available Pediatric ICU,0
JACKSON,Available Pediatric ICU%,
JACKSON,Total PediatricICU Capacity,0
LAKE,Adult ICU Census,64
LAKE,Available Adult ICU,40
LAKE,Available Adult ICU%,0.384615385
LAKE,Total AdultICU Capacity,104
LAKE,Pediatric ICU Census,0
LAKE,Available Pediatric ICU,0
LAKE,Available Pediatric ICU%,
LAKE,Total PediatricICU Capacity,0
LEE,Adult ICU Census,122
LEE,Available Adult ICU,19
LEE,Available Adult ICU%,0.134751773
LEE,Total AdultICU Capacity,141
LEE,Pediatric ICU Census,62
LEE,Available Pediatric ICU,24
LEE,Available Pediatric ICU%,0.279069767
LEE,Total PediatricICU Capacity,86
LEON,Adult ICU Census,57
LEON,Available Adult ICU,15
LEON,Available Adult ICU%,0.208333333
LEON,Total AdultICU Capacity,72
LEON,Pediatric ICU Census,1
LEON,Available Pediatric ICU,8
LEON,Available Pediatric ICU%,0.888888889
LEON,Total PediatricICU Capacity,9
MADISON,Adult ICU Census,0
MADISON,Available Adult ICU,0
MADISON,Available Adult ICU%,
MADISON,Total AdultICU Capacity,0
MADISON,Pediatric ICU Census,0
MADISON,Available Pediatric ICU,0
MADISON,Available Pediatric ICU%,
MADISON,Total PediatricICU Capacity,0
MANATEE,Adult ICU Census,61
MANATEE,Available Adult ICU,13
MANATEE,Available Adult ICU%,0.175675676
MANATEE,Total AdultICU Capacity,74
MANATEE,Pediatric ICU Census,0
MANATEE,Available Pediatric ICU,0
MANATEE,Available Pediatric ICU%,
MANATEE,Total PediatricICU Capacity,0
MARION,Adult ICU Census,82
MARION,Available Adult ICU,4
MARION,Available Adult ICU%,0.046511628
MARION,Total AdultICU Capacity,86
MARION,Pediatric ICU Census,0
MARION,Available Pediatric ICU,0
MARION,Available Pediatric ICU%,
MARION,Total PediatricICU Capacity,0
MARTIN,Adult ICU Census,13
MARTIN,Available Adult ICU,26
MARTIN,Available Adult ICU%,0.666666667
MARTIN,Total AdultICU Capacity,39
MARTIN,Pediatric ICU Census,0
MARTIN,Available Pediatric ICU,0
MARTIN,Available Pediatric ICU%,
MARTIN,Total PediatricICU Capacity,0
MIAMI-DADE,Adult ICU Census,751
MIAMI-DADE,Available Adult ICU,200
MIAMI-DADE,Available Adult ICU%,0.210304942
MIAMI-DADE,Total AdultICU Capacity,951
MIAMI-DADE,Pediatric ICU Census,68
MIAMI-DADE,Available Pediatric ICU,49
MIAMI-DADE,Available Pediatric ICU%,0.418803419
MIAMI-DADE,Total PediatricICU Capacity,117
MONROE,Adult ICU Census,7
MONROE,Available Adult ICU,6
MONROE,Available Adult ICU%,0.461538462
MONROE,Total AdultICU Capacity,13
MONROE,Pediatric ICU Census,0
MONROE,Available Pediatric ICU,0
MONROE,Available Pediatric ICU%,
MONROE,Total PediatricICU Capacity,0
NASSAU,Adult ICU Census,6
NASSAU,Available Adult ICU,2
NASSAU,Available Adult ICU%,0.25
NASSAU,Total AdultICU Capacity,8
NASSAU,Pediatric ICU Census,0
NASSAU,Available Pediatric ICU,0
NASSAU,Available Pediatric ICU%,
NASSAU,Total PediatricICU Capacity,0
