County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,278
ALACHUA,Available Adult ICU,30
ALACHUA,Available Adult ICU%,0.097402597
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,42
ALACHUA,Available Pediatric ICU,5
ALACHUA,Available Pediatric ICU%,0.106382979
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,48
BAY,Available Adult ICU,1
BAY,Available Adult ICU%,0.020408163
BAY,Total AdultICU Capacity,49
BAY,Pediatric ICU Census,4
BAY,Available Pediatric ICU,0
BAY,Available Pediatric ICU%,0
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,123
BREVARD,Available Adult ICU,52
BREVARD,Available Adult ICU%,0.297142857
BREVARD,Total AdultICU Capacity,175
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,354
BROWARD,Available Adult ICU,108
BROWARD,Available Adult ICU%,0.233766234
BROWARD,Total AdultICU Capacity,462
BROWARD,Pediatric ICU Census,26
BROWARD,Available Pediatric ICU,28
BROWARD,Available Pediatric ICU%,0.518518519
BROWARD,Total PediatricICU Capacity,54
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,39
CHARLOTTE,Available Adult ICU,12
CHARLOTTE,Available Adult ICU%,0.235294118
CHARLOTTE,Total AdultICU Capacity,51
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,33
CITRUS,Available Adult ICU,7
CITRUS,Available Adult ICU%,0.175
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,53
CLAY,Available Adult ICU,9
CLAY,Available Adult ICU%,0.145161290
CLAY,Total AdultICU Capacity,62
CLAY,Pediatric ICU Census,5
CLAY,Available Pediatric ICU,0
CLAY,Available Pediatric ICU%,0
CLAY,Total PediatricICU Capacity,5
COLLIER,Adult ICU Census,62
COLLIER,Available Adult ICU,23
COLLIER,Available Adult ICU%,0.270588235
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,18
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,18
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,3
DESOTO,Available Adult ICU,5
DESOTO,Available Adult ICU%,0.625
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,332
DUVAL,Available Adult ICU,120
DUVAL,Available Adult ICU%,0.265486726
DUVAL,Total AdultICU Capacity,452
DUVAL,Pediatric ICU Census,23
DUVAL,Available Pediatric ICU,17
DUVAL,Available Pediatric ICU%,0.425
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,130
ESCAMBIA,Available Adult ICU,11
ESCAMBIA,Available Adult ICU%,0.078014184
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,5
ESCAMBIA,Available Pediatric ICU,11
ESCAMBIA,Available Pediatric ICU%,0.6875
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,17
FLAGLER,Available Adult ICU,1
FLAGLER,Available Adult ICU%,0.055555556
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
HARDEE,Available Pediatric ICU,0
HARDEE,Available Pediatric ICU%,
HARDEE,Total PediatricICU Capacity,0
HENDRY,Adult ICU Census,0
HENDRY,Available Adult ICU,4
HENDRY,Available Adult ICU%,1
HENDRY,Total AdultICU Capacity,4
HENDRY,Pediatric ICU Census,0
HENDRY,Available Pediatric ICU,0
HENDRY,Available Pediatric ICU%,
HENDRY,Total PediatricICU Capacity,0
HERNANDO,Adult ICU Census,43
HERNANDO,Available Adult ICU,19
HERNANDO,Available Adult ICU%,0.306451613
HERNANDO,Total AdultICU Capacity,62
