County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,500"
ALACHUA,Available,239
ALACHUA,Available Capacity,0.137435308
ALACHUA,Total Staffed Bed Capacity,"1,739"
BAKER,Bed Census,490
BAKER,Available,137
BAKER,Available Capacity,0.218500797
BAKER,Total Staffed Bed Capacity,627
BAY,Bed Census,467
BAY,Available,80
BAY,Available Capacity,0.146252285
BAY,Total Staffed Bed Capacity,547
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,217"
BREVARD,Available,417
BREVARD,Available Capacity,0.255201958
BREVARD,Total Staffed Bed Capacity,"1,634"
BROWARD,Bed Census,"4,213"
BROWARD,Available,979
BROWARD,Available Capacity,0.188559322
BROWARD,Total Staffed Bed Capacity,"5,192"
CALHOUN,Bed Census,8
CALHOUN,Available,2
CALHOUN,Available Capacity,0.2
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,452
CHARLOTTE,Available,168
CHARLOTTE,Available Capacity,0.270967742
CHARLOTTE,Total Staffed Bed Capacity,620
CITRUS,Bed Census,230
CITRUS,Available,90
CITRUS,Available Capacity,0.28125
CITRUS,Total Staffed Bed Capacity,320
CLAY,Bed Census,465
CLAY,Available,91
CLAY,Available Capacity,0.163669065
CLAY,Total Staffed Bed Capacity,556
COLLIER,Bed Census,718
COLLIER,Available,147
COLLIER,Available Capacity,0.169942197
COLLIER,Total Staffed Bed Capacity,865
COLUMBIA,Bed Census,102
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,102
DESOTO,Bed Census,17
DESOTO,Available,38
DESOTO,Available Capacity,0.690909091
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,930"
DUVAL,Available,812
DUVAL,Available Capacity,0.216996259
DUVAL,Total Staffed Bed Capacity,"3,742"
ESCAMBIA,Bed Census,"1,084"
ESCAMBIA,Available,372
ESCAMBIA,Available Capacity,0.255494505
ESCAMBIA,Total Staffed Bed Capacity,"1,456"
FLAGLER,Bed Census,86
FLAGLER,Available,13
FLAGLER,Available Capacity,0.131313131
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,2
FRANKLIN,Available,13
FRANKLIN,Available Capacity,0.866666667
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,636
GADSDEN,Available,317
GADSDEN,Available Capacity,0.332633788
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,4
GULF,Available,17
GULF,Available Capacity,0.809523810
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,25
HARDEE,Available,0
HARDEE,Available Capacity,0
