County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,275
ALACHUA,Available Adult ICU,33
ALACHUA,Available Adult ICU%,0.107142857
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,40
ALACHUA,Available Pediatric ICU,7
ALACHUA,Available Pediatric ICU%,0.148936170
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,44
BAY,Available Adult ICU,1
BAY,Available Adult ICU%,0.022222222
BAY,Total AdultICU Capacity,45
BAY,Pediatric ICU Census,4
BAY,Available Pediatric ICU,4
BAY,Available Pediatric ICU%,0.5
BAY,Total PediatricICU Capacity,8
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,136
BREVARD,Available Adult ICU,39
BREVARD,Available Adult ICU%,0.222857143
BREVARD,Total AdultICU Capacity,175
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,398
BROWARD,Available Adult ICU,80
BROWARD,Available Adult ICU%,0.167364017
BROWARD,Total AdultICU Capacity,478
BROWARD,Pediatric ICU Census,26
BROWARD,Available Pediatric ICU,28
BROWARD,Available Pediatric ICU%,0.518518519
BROWARD,Total PediatricICU Capacity,54
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,36
CHARLOTTE,Available Adult ICU,13
CHARLOTTE,Available Adult ICU%,0.265306122
CHARLOTTE,Total AdultICU Capacity,49
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,35
CITRUS,Available Adult ICU,5
CITRUS,Available Adult ICU%,0.125
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,51
CLAY,Available Adult ICU,11
CLAY,Available Adult ICU%,0.177419355
CLAY,Total AdultICU Capacity,62
CLAY,Pediatric ICU Census,2
CLAY,Available Pediatric ICU,2
CLAY,Available Pediatric ICU%,0.5
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,60
COLLIER,Available Adult ICU,25
COLLIER,Available Adult ICU%,0.294117647
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,15
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,15
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,3
DESOTO,Available Adult ICU,5
DESOTO,Available Adult ICU%,0.625
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
