County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,278
ALACHUA,Available Adult ICU,30
ALACHUA,Available Adult ICU%,0.097402597
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,43
ALACHUA,Available Pediatric ICU,4
ALACHUA,Available Pediatric ICU%,0.085106383
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,47
BAY,Available Adult ICU,11
BAY,Available Adult ICU%,0.189655172
BAY,Total AdultICU Capacity,58
BAY,Pediatric ICU Census,3
BAY,Available Pediatric ICU,1
BAY,Available Pediatric ICU%,0.25
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,130
BREVARD,Available Adult ICU,36
BREVARD,Available Adult ICU%,0.216867470
BREVARD,Total AdultICU Capacity,166
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,345
BROWARD,Available Adult ICU,100
BROWARD,Available Adult ICU%,0.224719101
BROWARD,Total AdultICU Capacity,445
BROWARD,Pediatric ICU Census,37
BROWARD,Available Pediatric ICU,38
BROWARD,Available Pediatric ICU%,0.506666667
BROWARD,Total PediatricICU Capacity,75
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,48
CHARLOTTE,Available Adult ICU,3
CHARLOTTE,Available Adult ICU%,0.058823529
CHARLOTTE,Total AdultICU Capacity,51
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,32
CITRUS,Available Adult ICU,8
CITRUS,Available Adult ICU%,0.2
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,37
CLAY,Available Adult ICU,13
CLAY,Available Adult ICU%,0.26
CLAY,Total AdultICU Capacity,50
CLAY,Pediatric ICU Census,3
CLAY,Available Pediatric ICU,1
CLAY,Available Pediatric ICU%,0.25
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,56
COLLIER,Available Adult ICU,29
COLLIER,Available Adult ICU%,0.341176471
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,8
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,8
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,4
DESOTO,Available Adult ICU,4
DESOTO,Available Adult ICU%,0.5
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,340
DUVAL,Available Adult ICU,97
DUVAL,Available Adult ICU%,0.221967963
DUVAL,Total AdultICU Capacity,437
DUVAL,Pediatric ICU Census,30
DUVAL,Available Pediatric ICU,10
DUVAL,Available Pediatric ICU%,0.25
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,136
ESCAMBIA,Available Adult ICU,5
ESCAMBIA,Available Adult ICU%,0.035460993
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,8
ESCAMBIA,Available Pediatric ICU,8
ESCAMBIA,Available Pediatric ICU%,0.5
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,16
FLAGLER,Available Adult ICU,2
FLAGLER,Available Adult ICU%,0.111111111
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
HARDEE,Available Pediatric ICU,0
HARDEE,Available Pediatric ICU%,
HARDEE,Total PediatricICU Capacity,0
HENDRY,Adult ICU Census,0
HENDRY,Available Adult ICU,4
HENDRY,Available Adult ICU%,1
HENDRY,Total AdultICU Capacity,4
HENDRY,Pediatric ICU Census,0
HENDRY,Available Pediatric ICU,0
HENDRY,Available Pediatric ICU%,
HENDRY,Total PediatricICU Capacity,0
HERNANDO,Adult ICU Census,43
HERNANDO,Available Adult ICU,19
HERNANDO,Available Adult ICU%,0.306451613
HERNANDO,Total AdultICU Capacity,62
