County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,282
ALACHUA,Available Adult ICU,26
ALACHUA,Available Adult ICU%,0.084415584
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,37
ALACHUA,Available Pediatric ICU,10
ALACHUA,Available Pediatric ICU%,0.212765957
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,46
BAY,Available Adult ICU,16
BAY,Available Adult ICU%,0.258064516
BAY,Total AdultICU Capacity,62
BAY,Pediatric ICU Census,2
BAY,Available Pediatric ICU,2
BAY,Available Pediatric ICU%,0.5
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,128
BREVARD,Available Adult ICU,38
BREVARD,Available Adult ICU%,0.228915663
BREVARD,Total AdultICU Capacity,166
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,343
BROWARD,Available Adult ICU,108
BROWARD,Available Adult ICU%,0.239467849
BROWARD,Total AdultICU Capacity,451
BROWARD,Pediatric ICU Census,27
BROWARD,Available Pediatric ICU,21
BROWARD,Available Pediatric ICU%,0.4375
BROWARD,Total PediatricICU Capacity,48
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,39
CHARLOTTE,Available Adult ICU,9
CHARLOTTE,Available Adult ICU%,0.1875
CHARLOTTE,Total AdultICU Capacity,48
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,27
CITRUS,Available Adult ICU,12
CITRUS,Available Adult ICU%,0.307692308
CITRUS,Total AdultICU Capacity,39
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,48
CLAY,Available Adult ICU,11
CLAY,Available Adult ICU%,0.186440678
CLAY,Total AdultICU Capacity,59
CLAY,Pediatric ICU Census,4
CLAY,Available Pediatric ICU,0
CLAY,Available Pediatric ICU%,0
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,52
COLLIER,Available Adult ICU,33
COLLIER,Available Adult ICU%,0.388235294
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,8
COLUMBIA,Available Adult ICU,7
COLUMBIA,Available Adult ICU%,0.466666667
COLUMBIA,Total AdultICU Capacity,15
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,5
DESOTO,Available Adult ICU,3
DESOTO,Available Adult ICU%,0.375
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
DESOTO,Total PediatricICU Capacity,0
DUVAL,Adult ICU Census,314
DUVAL,Available Adult ICU,123
DUVAL,Available Adult ICU%,0.281464531
DUVAL,Total AdultICU Capacity,437
DUVAL,Pediatric ICU Census,25
DUVAL,Available Pediatric ICU,15
DUVAL,Available Pediatric ICU%,0.375
DUVAL,Total PediatricICU Capacity,40
ESCAMBIA,Adult ICU Census,122
ESCAMBIA,Available Adult ICU,19
ESCAMBIA,Available Adult ICU%,0.134751773
ESCAMBIA,Total AdultICU Capacity,141
ESCAMBIA,Pediatric ICU Census,5
ESCAMBIA,Available Pediatric ICU,11
ESCAMBIA,Available Pediatric ICU%,0.6875
ESCAMBIA,Total PediatricICU Capacity,16
FLAGLER,Adult ICU Census,11
FLAGLER,Available Adult ICU,7
FLAGLER,Available Adult ICU%,0.388888889
FLAGLER,Total AdultICU Capacity,18
FLAGLER,Pediatric ICU Census,0
FLAGLER,Available Pediatric ICU,0
FLAGLER,Available Pediatric ICU%,
FLAGLER,Total PediatricICU Capacity,0
FRANKLIN,Adult ICU Census,0
FRANKLIN,Available Adult ICU,0
FRANKLIN,Available Adult ICU%,
FRANKLIN,Total AdultICU Capacity,0
FRANKLIN,Pediatric ICU Census,0
FRANKLIN,Available Pediatric ICU,0
FRANKLIN,Available Pediatric ICU%,
FRANKLIN,Total PediatricICU Capacity,0
GADSDEN,Adult ICU Census,0
GADSDEN,Available Adult ICU,0
GADSDEN,Available Adult ICU%,
GADSDEN,Total AdultICU Capacity,0
GADSDEN,Pediatric ICU Census,0
GADSDEN,Available Pediatric ICU,0
GADSDEN,Available Pediatric ICU%,
GADSDEN,Total PediatricICU Capacity,0
GULF,Adult ICU Census,0
GULF,Available Adult ICU,0
GULF,Available Adult ICU%,
GULF,Total AdultICU Capacity,0
GULF,Pediatric ICU Census,0
GULF,Available Pediatric ICU,0
GULF,Available Pediatric ICU%,
GULF,Total PediatricICU Capacity,0
HARDEE,Adult ICU Census,0
HARDEE,Available Adult ICU,0
HARDEE,Available Adult ICU%,
HARDEE,Total AdultICU Capacity,0
HARDEE,Pediatric ICU Census,0
HARDEE,Available Pediatric ICU,0
HARDEE,Available Pediatric ICU%,
HARDEE,Total PediatricICU Capacity,0
HENDRY,Adult ICU Census,0
HENDRY,Available Adult ICU,4
HENDRY,Available Adult ICU%,1
HENDRY,Total AdultICU Capacity,4
HENDRY,Pediatric ICU Census,0
HENDRY,Available Pediatric ICU,0
HENDRY,Available Pediatric ICU%,
HENDRY,Total PediatricICU Capacity,0
HERNANDO,Adult ICU Census,35
HERNANDO,Available Adult ICU,17
HERNANDO,Available Adult ICU%,0.326923077
HERNANDO,Total AdultICU Capacity,52
HERNANDO,Pediatric ICU Census,0
HERNANDO,Available Pediatric ICU,0
HERNANDO,Available Pediatric ICU%,
HERNANDO,Total PediatricICU Capacity,0
HIGHLANDS,Adult ICU Census,21
HIGHLANDS,Available Adult ICU,8
HIGHLANDS,Available Adult ICU%,0.275862069
HIGHLANDS,Total AdultICU Capacity,29
HIGHLANDS,Pediatric ICU Census,0
HIGHLANDS,Available Pediatric ICU,0
HIGHLANDS,Available Pediatric ICU%,
HIGHLANDS,Total PediatricICU Capacity,0
HILLSBOROUGH,Adult ICU Census,312
HILLSBOROUGH,Available Adult ICU,67
HILLSBOROUGH,Available Adult ICU%,0.176781003
HILLSBOROUGH,Total AdultICU Capacity,379
HILLSBOROUGH,Pediatric ICU Census,23
HILLSBOROUGH,Available Pediatric ICU,14
HILLSBOROUGH,Available Pediatric ICU%,0.378378378
HILLSBOROUGH,Total PediatricICU Capacity,37
HOLMES,Adult ICU Census,0
HOLMES,Available Adult ICU,0
HOLMES,Available Adult ICU%,
HOLMES,Total AdultICU Capacity,0
