County,Measure Names,Measure Values
ALACHUA,Adult ICU Census,276
ALACHUA,Available Adult ICU,32
ALACHUA,Available Adult ICU%,0.103896104
ALACHUA,Total AdultICU Capacity,308
ALACHUA,Pediatric ICU Census,40
ALACHUA,Available Pediatric ICU,7
ALACHUA,Available Pediatric ICU%,0.148936170
ALACHUA,Total PediatricICU Capacity,47
BAKER,Adult ICU Census,0
BAKER,Available Adult ICU,0
BAKER,Available Adult ICU%,
BAKER,Total AdultICU Capacity,0
BAKER,Pediatric ICU Census,0
BAKER,Available Pediatric ICU,0
BAKER,Available Pediatric ICU%,
BAKER,Total PediatricICU Capacity,0
BAY,Adult ICU Census,54
BAY,Available Adult ICU,10
BAY,Available Adult ICU%,0.15625
BAY,Total AdultICU Capacity,64
BAY,Pediatric ICU Census,1
BAY,Available Pediatric ICU,3
BAY,Available Pediatric ICU%,0.75
BAY,Total PediatricICU Capacity,4
BRADFORD,Adult ICU Census,0
BRADFORD,Available Adult ICU,0
BRADFORD,Available Adult ICU%,
BRADFORD,Total AdultICU Capacity,0
BRADFORD,Pediatric ICU Census,0
BRADFORD,Available Pediatric ICU,0
BRADFORD,Available Pediatric ICU%,
BRADFORD,Total PediatricICU Capacity,0
BREVARD,Adult ICU Census,122
BREVARD,Available Adult ICU,43
BREVARD,Available Adult ICU%,0.260606061
BREVARD,Total AdultICU Capacity,165
BREVARD,Pediatric ICU Census,0
BREVARD,Available Pediatric ICU,0
BREVARD,Available Pediatric ICU%,
BREVARD,Total PediatricICU Capacity,0
BROWARD,Adult ICU Census,346
BROWARD,Available Adult ICU,104
BROWARD,Available Adult ICU%,0.231111111
BROWARD,Total AdultICU Capacity,450
BROWARD,Pediatric ICU Census,56
BROWARD,Available Pediatric ICU,23
BROWARD,Available Pediatric ICU%,0.291139241
BROWARD,Total PediatricICU Capacity,79
CALHOUN,Adult ICU Census,0
CALHOUN,Available Adult ICU,0
CALHOUN,Available Adult ICU%,
CALHOUN,Total AdultICU Capacity,0
CALHOUN,Pediatric ICU Census,0
CALHOUN,Available Pediatric ICU,0
CALHOUN,Available Pediatric ICU%,
CALHOUN,Total PediatricICU Capacity,0
CHARLOTTE,Adult ICU Census,42
CHARLOTTE,Available Adult ICU,9
CHARLOTTE,Available Adult ICU%,0.176470588
CHARLOTTE,Total AdultICU Capacity,51
CHARLOTTE,Pediatric ICU Census,0
CHARLOTTE,Available Pediatric ICU,0
CHARLOTTE,Available Pediatric ICU%,
CHARLOTTE,Total PediatricICU Capacity,0
CITRUS,Adult ICU Census,31
CITRUS,Available Adult ICU,9
CITRUS,Available Adult ICU%,0.225
CITRUS,Total AdultICU Capacity,40
CITRUS,Pediatric ICU Census,0
CITRUS,Available Pediatric ICU,0
CITRUS,Available Pediatric ICU%,
CITRUS,Total PediatricICU Capacity,0
CLAY,Adult ICU Census,35
CLAY,Available Adult ICU,15
CLAY,Available Adult ICU%,0.3
CLAY,Total AdultICU Capacity,50
CLAY,Pediatric ICU Census,1
CLAY,Available Pediatric ICU,3
CLAY,Available Pediatric ICU%,0.75
CLAY,Total PediatricICU Capacity,4
COLLIER,Adult ICU Census,44
COLLIER,Available Adult ICU,41
COLLIER,Available Adult ICU%,0.482352941
COLLIER,Total AdultICU Capacity,85
COLLIER,Pediatric ICU Census,0
COLLIER,Available Pediatric ICU,0
COLLIER,Available Pediatric ICU%,
COLLIER,Total PediatricICU Capacity,0
COLUMBIA,Adult ICU Census,15
COLUMBIA,Available Adult ICU,0
COLUMBIA,Available Adult ICU%,0
COLUMBIA,Total AdultICU Capacity,15
COLUMBIA,Pediatric ICU Census,0
COLUMBIA,Available Pediatric ICU,0
COLUMBIA,Available Pediatric ICU%,
COLUMBIA,Total PediatricICU Capacity,0
DESOTO,Adult ICU Census,4
DESOTO,Available Adult ICU,4
DESOTO,Available Adult ICU%,0.5
DESOTO,Total AdultICU Capacity,8
DESOTO,Pediatric ICU Census,0
DESOTO,Available Pediatric ICU,0
DESOTO,Available Pediatric ICU%,
