County,Measure Names,Measure Values
ALACHUA,Bed Census,"1,435"
ALACHUA,Available,284
ALACHUA,Available Capacity,0.165212333
ALACHUA,Total Staffed Bed Capacity,"1,719"
BAKER,Bed Census,466
BAKER,Available,159
BAKER,Available Capacity,0.2544
BAKER,Total Staffed Bed Capacity,625
BAY,Bed Census,450
BAY,Available,96
BAY,Available Capacity,0.175824176
BAY,Total Staffed Bed Capacity,546
BRADFORD,Bed Census,5
BRADFORD,Available,5
BRADFORD,Available Capacity,0.5
BRADFORD,Total Staffed Bed Capacity,10
BREVARD,Bed Census,"1,203"
BREVARD,Available,420
BREVARD,Available Capacity,0.258780037
BREVARD,Total Staffed Bed Capacity,"1,623"
BROWARD,Bed Census,"5,322"
BROWARD,Available,"1,102"
BROWARD,Available Capacity,0.171544209
BROWARD,Total Staffed Bed Capacity,"6,424"
CALHOUN,Bed Census,2
CALHOUN,Available,8
CALHOUN,Available Capacity,0.8
CALHOUN,Total Staffed Bed Capacity,10
CHARLOTTE,Bed Census,410
CHARLOTTE,Available,221
CHARLOTTE,Available Capacity,0.350237718
CHARLOTTE,Total Staffed Bed Capacity,631
CITRUS,Bed Census,231
CITRUS,Available,74
CITRUS,Available Capacity,0.242622951
CITRUS,Total Staffed Bed Capacity,305
CLAY,Bed Census,443
CLAY,Available,107
CLAY,Available Capacity,0.194545455
CLAY,Total Staffed Bed Capacity,550
COLLIER,Bed Census,691
COLLIER,Available,170
COLLIER,Available Capacity,0.197444832
COLLIER,Total Staffed Bed Capacity,861
COLUMBIA,Bed Census,102
COLUMBIA,Available,0
COLUMBIA,Available Capacity,0
COLUMBIA,Total Staffed Bed Capacity,102
DESOTO,Bed Census,18
DESOTO,Available,37
DESOTO,Available Capacity,0.672727273
DESOTO,Total Staffed Bed Capacity,55
DUVAL,Bed Census,"2,655"
DUVAL,Available,"1,099"
DUVAL,Available Capacity,0.292754395
DUVAL,Total Staffed Bed Capacity,"3,754"
ESCAMBIA,Bed Census,"1,059"
ESCAMBIA,Available,430
ESCAMBIA,Available Capacity,0.288784419
ESCAMBIA,Total Staffed Bed Capacity,"1,489"
FLAGLER,Bed Census,94
FLAGLER,Available,5
FLAGLER,Available Capacity,0.050505051
FLAGLER,Total Staffed Bed Capacity,99
FRANKLIN,Bed Census,2
FRANKLIN,Available,13
FRANKLIN,Available Capacity,0.866666667
FRANKLIN,Total Staffed Bed Capacity,15
GADSDEN,Bed Census,747
GADSDEN,Available,206
GADSDEN,Available Capacity,0.216159496
GADSDEN,Total Staffed Bed Capacity,953
GULF,Bed Census,4
GULF,Available,17
GULF,Available Capacity,0.809523810
GULF,Total Staffed Bed Capacity,21
HARDEE,Bed Census,21
HARDEE,Available,4
HARDEE,Available Capacity,0.16
HARDEE,Total Staffed Bed Capacity,25
HENDRY,Bed Census,11
HENDRY,Available,18
